rank,n_props,prop_diameter_in,prop_pitch_in,prop_family,low_speed_rpm,cruise_rpm,per_prop_low_speed_torque_nm,per_prop_cruise_torque_nm,per_prop_peak_shaft_power_w,motor_required_current_a,motor_required_kv_rpm_per_v,required_peak_electrical_power_w,target_peak_electrical_power_w,target_continuous_current_a,target_kv_low_rpm_per_v,target_kv_high_rpm_per_v,estimated_motor_mass_kg,selected_motor_example,selected_motor_peak_power_w,selected_motor_kv_rpm_per_v,selected_motor_mass_g,selected_esc_example,selected_esc_current_a,selected_esc_mass_g,operating_plot
6,10,5.5,2.2,balanced,9695.8,9564.5,0.01143,0.00871,11.608,1.157,770.731,17.1236,21.4045,1.44625,655.12135,886.3406499999999,0.005518054485723958,SunnySky_A2212_1000Kv,350.0,1000.0,58.0,mini_BLHeli_S_8A,8.0,5.0,outputs/motor_targeting/rank06_n10_d5p5_p2p2_balanced_b3/motor_target_operating_points.png
