rank,n_props,prop_diameter_in,prop_pitch_in,prop_pitch_ratio,prop_family,blade_count_metadata,low_speed_rpm,cruise_rpm,low_speed_veff_mps,low_speed_induced_velocity_mps,low_speed_required_veff_mps,recommended_flap_span_fraction,recommended_flap_end_y_m,recommended_flap_chord_fraction,recommended_flap_deflection_deg,flap_area_m2,blown_flap_area_m2,equivalent_reference_clmax,equivalent_vstall_mps,low_speed_lift_margin,recommended_aileron_span_fraction,recommended_aileron_start_y_m,recommended_aileron_chord_fraction,aileron_area_m2,cruise_trim_alpha_deg,aileron_cl_delta_per_deg,aileron_cl_p_hat,roll_rate_at_nominal_degps,roll_rate_at_max_degps,layout_plot,flap_heatmap_plot,flap_curves_plot,flap_section_polar_plot,total_cl_curve_csv,total_cl_curve_plot,aileron_curves_plot
6,10,5.5,2.2,0.4,balanced,3,9695.8,9564.5,14.622,5.311,9.471,0.6,0.6,0.22,40.0,0.42,0.234696,16.65696957405361,2.620265370303596,1.3303944013094742,0.28,0.72,0.28,0.054880000000000005,6.0,0.0017171439438665075,-0.44577310590170294,30.89893474874027,44.14133535534323,outputs/control_surface_sizing/rank06_n10_d5p5_p2p2_balanced_b3/layout.png,outputs/control_surface_sizing/rank06_n10_d5p5_p2p2_balanced_b3/flap_heatmap.png,outputs/control_surface_sizing/rank06_n10_d5p5_p2p2_balanced_b3/flap_curves.png,outputs/control_surface_sizing/rank06_n10_d5p5_p2p2_balanced_b3/flap_section_polars.png,outputs/control_surface_sizing/rank06_n10_d5p5_p2p2_balanced_b3/total_cl_curve.csv,outputs/control_surface_sizing/rank06_n10_d5p5_p2p2_balanced_b3/total_cl_curve.png,outputs/control_surface_sizing/rank06_n10_d5p5_p2p2_balanced_b3/aileron_curves.png
