scenario,scenario_label,prop_drop_fraction_of_chord,prop_drop_fraction_of_diameter,prop_drop_m,alpha_deg,cl_total,cd_total,cm_total
clean_blowing,Clean blown wing,0.0,0.0,0.0,12.983333333333334,4.718941189037596,0.171476135293697,-0.18062332843784598
clean_blowing,Clean blown wing,0.0,0.0,0.0,13.266666666666666,4.714862191760506,0.1820048984134806,-0.17749605251290337
clean_blowing,Clean blown wing,0.0,0.0,0.0,13.55,4.706562339234395,0.19345758310273647,-0.1753548647823997
clean_blowing,Clean blown wing,0.0,0.0,0.0,13.833333333333332,4.693558073022106,0.2061441929316046,-0.174530622450186
clean_blowing,Clean blown wing,0.0,0.0,0.0,14.116666666666667,4.674490082031927,0.220592521541621,-0.17546500878006055
clean_blowing,Clean blown wing,0.0,0.0,0.0,14.399999999999999,4.646986051131939,0.2375792480888997,-0.1786920931639452
clean_blowing,Clean blown wing,0.0,0.0,0.0,14.683333333333334,4.608969651770204,0.2579196483064637,-0.1847518614013007
clean_blowing,Clean blown wing,0.0,0.0,0.0,14.966666666666665,4.561986462663068,0.28186870947462656,-0.19402268107499293
clean_blowing,Clean blown wing,0.0,0.0,0.0,15.25,4.513085597581177,0.30846579168311716,-0.2065453972033927
clean_blowing,Clean blown wing,0.0,0.0,0.0,15.533333333333331,4.469299452319488,0.33617238606450256,-0.2220611290511149
clean_blowing,Clean blown wing,0.0,0.0,0.0,15.816666666666666,4.430247339649891,0.36484525973323034,-0.2404307339082023
clean_blowing,Clean blown wing,0.0,0.0,0.0,16.099999999999998,4.390092924940571,0.39624857637199196,-0.2621177887292738
clean_blowing,Clean blown wing,0.0,0.0,0.0,16.383333333333333,4.343268222543479,0.432861806428442,-0.2880889650145945
clean_blowing,Clean blown wing,0.0,0.0,0.0,16.666666666666664,4.285965929079623,0.47672515638466645,-0.3192178737365508
clean_blowing,Clean blown wing,0.0,0.0,0.0,16.95,4.216496136862287,0.5289386974178548,-0.3559694560094371
clean_blowing,Clean blown wing,0.0,0.0,0.0,17.233333333333334,4.138183712062856,0.5889948999138901,-0.3981595397149861
clean_blowing,Clean blown wing,0.0,0.0,0.0,17.516666666666666,4.060724847490755,0.6535616065182978,-0.44428228384652785
clean_blowing,Clean blown wing,0.0,0.0,0.0,17.8,3.9935978971176436,0.7178985733904983,-0.49150513580121
clean_blowing,Clean blown wing,0.0,0.0,0.0,18.083333333333332,3.9384799614654575,0.7793222279032574,-0.5370114872799366
clean_blowing,Clean blown wing,0.0,0.0,0.0,18.366666666666667,3.8911364024283697,0.8376820107513381,-0.5792542971388432
clean_blowing,Clean blown wing,0.0,0.0,0.0,18.65,3.847642481938241,0.8933347234254692,-0.6179821196532097
clean_blowing,Clean blown wing,0.0,0.0,0.0,18.933333333333334,3.8069866773828327,0.9460339305081827,-0.6535502393301602
clean_blowing,Clean blown wing,0.0,0.0,0.0,19.216666666666665,3.7701321263831598,0.9952365583844776,-0.6863531457676395
clean_blowing,Clean blown wing,0.0,0.0,0.0,19.5,3.738182951491364,1.0408240365748591,-0.7166453648110244
clean_blowing,Clean blown wing,0.0,0.0,0.0,19.78333333333333,3.7111681558700003,1.0835210533800264,-0.7445966954994291
clean_blowing,Clean blown wing,0.0,0.0,0.0,20.066666666666666,3.6879424748266714,1.1247155357534493,-0.7703553477041906
clean_blowing,Clean blown wing,0.0,0.0,0.0,20.349999999999998,3.6669259271516093,1.1658487042324792,-0.7940411121852203
clean_blowing,Clean blown wing,0.0,0.0,0.0,20.633333333333333,3.6469126333855266,1.2078701321554184,-0.8157276007415508
clean_blowing,Clean blown wing,0.0,0.0,0.0,20.916666666666664,3.627392054012182,1.251074800519753,-0.835459120974351
clean_blowing,Clean blown wing,0.0,0.0,0.0,21.2,3.6083954861219594,1.2952497512063952,-0.8532814504865873
clean_blowing,Clean blown wing,0.0,0.0,0.0,21.483333333333334,3.5901693229366964,1.3399063022366176,-0.8692566382611991
clean_blowing,Clean blown wing,0.0,0.0,0.0,21.766666666666666,3.5729048005986446,1.3844553943164055,-0.8834578096229468
clean_blowing,Clean blown wing,0.0,0.0,0.0,22.05,3.556588911292473,1.4282971863761424,-0.8959534174385765
clean_blowing,Clean blown wing,0.0,0.0,0.0,22.333333333333332,3.5409485290776157,1.470849110815211,-0.9067888344140959
clean_blowing,Clean blown wing,0.0,0.0,0.0,22.616666666666667,3.5254431105454223,1.5115411898382876,-0.9159691103576816
clean_blowing,Clean blown wing,0.0,0.0,0.0,22.9,3.5092749070470166,1.549796380578544,-0.9234444152082641
clean_blowing,Clean blown wing,0.0,0.0,0.0,23.183333333333334,3.4914011277446444,1.585004451433844,-0.9290985763325772
clean_blowing,Clean blown wing,0.0,0.0,0.0,23.466666666666665,3.4705428436791625,1.616493622719969,-0.9327406683078214
clean_blowing,Clean blown wing,0.0,0.0,0.0,23.75,3.445191895838445,1.6435033144399545,-0.9340997854227857
clean_blowing,Clean blown wing,0.0,0.0,0.0,24.03333333333333,3.4136218846082524,1.665162211676786,-0.932823888338068
clean_blowing,Clean blown wing,0.0,0.0,0.0,24.316666666666666,3.373913789966451,1.680477718966388,-0.9284848354415004
clean_blowing,Clean blown wing,0.0,0.0,0.0,24.599999999999998,3.324011206318462,1.6883453537837627,-0.9205931685488085
clean_blowing,Clean blown wing,0.0,0.0,0.0,24.883333333333333,3.261823742799449,1.687589119700391,-0.9086275291251024
clean_blowing,Clean blown wing,0.0,0.0,0.0,25.166666666666664,3.185397461300759,1.677045005277436,-0.8920839849906221
clean_blowing,Clean blown wing,0.0,0.0,0.0,25.45,3.093164107309997,1.655696924587933,-0.8705488062776013
