rank,scenario,scenario_label,n_props,prop_diameter_in,prop_pitch_in,prop_pitch_ratio,prop_family,blade_count_metadata,prop_drop_fraction_of_chord,prop_drop_fraction_of_diameter,prop_drop_m,recommended_flap_span_fraction,recommended_flap_chord_fraction,recommended_flap_deflection_deg,recommended_aileron_span_fraction,recommended_aileron_chord_fraction,equivalent_reference_clmax,equivalent_vstall_mps,low_speed_lift_margin,alpha_at_peak_total_cl_deg,alpha_poststall_90pct_deg,poststall_drop_5deg,alpha_required_for_4ms_cl_deg,cd_at_required_alpha,cm_at_peak_total_cl,cambridge_immersion_at_clmax,cambridge_margin_m_at_clmax,overdrop_severity_at_clmax,overdrop_peak_shift_deg_at_clmax
6,clean_blowing,Clean blown wing,10,5.5,2.2,0.4,balanced,3,0.0,0.0,0.0,0.65,0.34,40.0,0.28,0.28,5.38428556335326,4.608708402973389,-0.24671118140030746,9.583333333333332,12.360907138884805,3.0442501991655475,,,-0.30980362140457923,0.9427102355815472,0.009802229429121574,0.0,0.0
6,slotted_flap_blowing,Slotted flap + blowing,10,5.5,2.2,0.4,balanced,3,0.0,0.0,0.0,0.65,0.34,40.0,0.28,0.28,5.599171440675864,4.519406342537685,-0.21664755889041754,7.033333333333333,9.363194876257,2.037282440286996,,,-0.768629056935468,0.7839288882272666,0.004510487582201961,0.0,0.0
6,clean_blowing,Clean blown wing,10,5.5,2.2,0.4,balanced,3,0.04,0.10021474588403721,0.013999999999999999,0.65,0.34,40.0,0.28,0.28,5.500172531454716,4.5598978839591275,-0.23049800766256867,12.133333333333333,15.88379023262295,1.5799573533942106,,,-0.22847053994099661,0.9878336099040328,0.015388929614496144,0.0,0.0
6,slotted_flap_blowing,Slotted flap + blowing,10,5.5,2.2,0.4,balanced,3,0.04,0.10021474588403721,0.013999999999999999,0.65,0.34,40.0,0.28,0.28,5.7639468316828815,4.4543392481668596,-0.19359464719665587,11.0,13.61059713071727,2.1798179749919218,,,-0.698277456635057,0.8218289061746105,0.005350757790529445,0.0,0.0
6,clean_blowing,Clean blown wing,10,5.5,2.2,0.4,balanced,3,0.08,0.20042949176807442,0.027999999999999997,0.65,0.34,40.0,0.28,0.28,5.507093747121924,4.557031584565871,-0.22952969453877925,12.133333333333333,18.415910360558176,0.3247545669625591,,,-0.22878206360726602,0.9997744711765408,0.029388929614496143,0.0,0.0
6,slotted_flap_blowing,Slotted flap + blowing,10,5.5,2.2,0.4,balanced,3,0.08,0.20042949176807442,0.027999999999999997,0.65,0.34,40.0,0.28,0.28,5.808724613849755,4.437137424989619,-0.1873300086979891,12.7,17.334808503438282,0.8411365685610921,,,-0.684362242664177,0.9807676428722237,0.013761095062593112,0.0,0.0
6,clean_blowing,Clean blown wing,10,5.5,2.2,0.4,balanced,3,0.12,0.3006442376521117,0.041999999999999996,0.65,0.34,40.0,0.28,0.28,5.507219151257079,4.5569797004985855,-0.22951214986517177,12.133333333333333,19.29903551912142,0.3041381639298617,,,-0.22878771293506664,0.9999958683807778,0.04338892961449614,0.0,0.0
6,slotted_flap_blowing,Slotted flap + blowing,10,5.5,2.2,0.4,balanced,3,0.12,0.3006442376521117,0.041999999999999996,0.65,0.34,40.0,0.28,0.28,5.809968664868988,4.436662351785447,-0.18715595966000087,12.983333333333334,19.918998429846294,0.25466501513908213,,,-0.6839521599583533,0.9995319952611794,0.026832974077440536,0.0,0.0
6,clean_blowing,Clean blown wing,10,5.5,2.2,0.4,balanced,3,0.16,0.40085898353614885,0.055999999999999994,0.65,0.34,40.0,0.28,0.28,5.43993996342875,4.585072635747145,-0.2389248489724578,10.716666666666665,12.261818005047761,3.7624067525718266,,,-0.3934436551222647,0.999999980044455,0.062054155684505966,0.37374544763181133,1.121236342895434
6,slotted_flap_blowing,Slotted flap + blowing,10,5.5,2.2,0.4,balanced,3,0.16,0.40085898353614885,0.055999999999999994,0.65,0.34,40.0,0.28,0.28,5.766330734412892,4.45341840181753,-0.19326112713164134,10.716666666666665,13.303812968058809,1.4756380102121902,,,-0.7560017684518405,0.9999989801954998,0.0482856450850203,0.0,0.0
6,clean_blowing,Clean blown wing,10,5.5,2.2,0.4,balanced,3,0.2,0.5010737294201861,0.06999999999999999,0.65,0.34,40.0,0.28,0.28,5.379076772218561,4.61093926821648,-0.24743991765956097,8.733333333333333,10.064563424727957,4.405878724443088,,,-0.4604469079644928,0.999999999944028,0.08262159366813585,0.6440196055908809,1.9320588167726427
6,slotted_flap_blowing,Slotted flap + blowing,10,5.5,2.2,0.4,balanced,3,0.2,0.5010737294201861,0.06999999999999999,0.65,0.34,40.0,0.28,0.28,5.709465844451137,4.47554093612553,-0.2012168132250094,8.733333333333333,10.677352859455322,3.7601588052390746,,,-0.8399811303181337,0.9999999971396145,0.06885308306865018,0.5340956567002255,1.6022869701006766
6,clean_blowing,Clean blown wing,10,5.5,2.2,0.4,balanced,3,0.24,0.6012884753042234,0.08399999999999999,0.65,0.34,40.0,0.28,0.28,5.350134117108164,4.623394360317616,-0.2514891416872834,7.883333333333333,9.176218064854648,4.49690412294844,,,-0.4798841016520083,0.9999999999995428,0.0994473905547145,0.7758419919605628,2.3275259758816884
6,slotted_flap_blowing,Slotted flap + blowing,10,5.5,2.2,0.4,balanced,3,0.24,0.6012884753042234,0.08399999999999999,0.65,0.34,40.0,0.28,0.28,5.682029494222542,4.486333262703124,-0.20505529757120633,8.166666666666666,9.65311648749307,4.57822920488737,,,-0.8801439436663806,0.9999999999694105,0.08473627128278674,0.7765424945429107,2.329627483628732
