flap_span_fraction,flap_chord_fraction,flap_deflection_deg,flap_end_y_m,flap_area_m2,flap_area_ratio,blown_flap_area_m2,blown_clean_area_m2,overlapping_props_count,overlapping_positive_props_count,positive_prop_overlap_fraction,positive_disk_overlap_fraction,actual_veff_mps,equivalent_reference_clmax,equivalent_vstall_mps,low_speed_lift_margin,clean_clmax_unblown,clean_clmax_blown,flapped_clmax_unblown,flapped_clmax_blown,slot_gain,prop_drop_m,prop_drop_fraction_of_chord,prop_drop_fraction_of_diameter,cambridge_clean_immersion_at_clmax,cambridge_flap_immersion_at_clmax,cambridge_clean_margin_m_at_clmax,cambridge_flap_margin_m_at_clmax,alpha_at_clmax_deg,alpha_poststall_90pct_deg,poststall_drop_5deg,overdrop_clean_severity_at_clmax,overdrop_flap_severity_at_clmax,score
0.65,0.34,40.0,0.65,0.45499999999999996,0.65,0.234696,0.1564640000000001,8,4,0.8,0.6029348604151754,14.622,5.58608442905525,4.524697250976095,-0.21847849809427233,0.9917723752451367,1.1940804708816286,1.9390141377606516,1.899001285796237,1.1260000000000001,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9989655709419812,0.03782355796123929,0.024055047361753623,13.833333333333332,19.754884901331522,0.43661356648599625,0.0,0.0,4.657697250976095
0.65,0.31,40.0,0.65,0.45499999999999996,0.65,0.234696,0.1564640000000001,8,4,0.8,0.6029348604151754,14.622,5.563270186724412,4.533965354257609,-0.22167032613727478,0.9917723752451367,1.1940804708816286,1.8780660391503412,1.8390862950221414,1.11925,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9992687151748108,0.03782355796123929,0.02526991594406118,13.833333333333332,19.941944812973652,0.4221223445321467,0.0,0.0,4.666965354257609
0.65,0.28,40.0,0.65,0.45499999999999996,0.65,0.234696,0.1564640000000001,8,4,0.8,0.6029348604151754,14.622,5.536747883370464,4.544811752103892,-0.22538093069659082,0.9917723752451367,1.1940804708816286,1.810399694459409,1.7730622142882826,1.1125,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9994830675550226,0.03782355796123929,0.026484784526368738,13.833333333333332,20.135292345807823,0.4088078003972875,0.0,0.0,4.677811752103892
0.65,0.25,40.0,0.65,0.45499999999999996,0.65,0.234696,0.1564640000000001,8,4,0.8,0.6029348604151754,14.622,5.505366019868642,4.557746586077029,-0.2297714123314507,0.9917723752451367,1.1940804708816286,1.7349565253705679,1.699478975475579,1.10575,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9996346124755491,0.03782355796123929,0.027699653108676295,13.833333333333332,20.336036642048015,0.3955701269975398,0.0,0.0,4.690746586077029
0.65,0.22,40.0,0.65,0.45499999999999996,0.65,0.234696,0.1564640000000001,8,4,0.8,0.6029348604151754,14.622,5.46802880282831,4.573280891868503,-0.23499507808676334,0.9917723752451367,1.1940804708816286,1.6508638156247457,1.6172123490519692,1.0990000000000002,0.041999999999999996,0.12,0.3006442376521117,0.9999736179662713,0.9996637643469668,0.03689980328189314,0.027990767011637704,14.116666666666667,20.541463233527487,0.398584300029424,0.0,0.0,4.706280891868503
0.6,0.34,40.0,0.6,0.42,0.6,0.234696,0.1564640000000001,6,3,0.6,0.5807444523979958,14.622,5.5215389679241245,4.551066722422015,-0.22750873499187796,0.9917723752451367,1.1940804708816286,1.9390141377606516,1.899001285796237,1.1260000000000001,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9989655709419812,0.03782355796123929,0.024055047361753623,13.833333333333332,19.893770647886118,0.40927100813810924,0.0,0.0,5.4750667224220155
0.6,0.31,40.0,0.6,0.42,0.6,0.234696,0.1564640000000001,6,3,0.6,0.5807444523979958,14.622,5.501705767800547,4.559262454818645,-0.23028350013283316,0.9917723752451367,1.1940804708816286,1.8780660391503412,1.8390862950221414,1.11925,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9992687151748108,0.03782355796123929,0.02526991594406118,13.833333333333332,20.10150342150089,0.39619331859362106,0.0,0.0,5.483262454818645
0.6,0.28,40.0,0.6,0.42,0.6,0.234696,0.1564640000000001,6,3,0.6,0.5807444523979958,14.622,5.478525683932865,4.568897577346816,-0.23352651125961543,0.9917723752451367,1.1940804708816286,1.810399694459409,1.7730622142882826,1.1125,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9994830675550226,0.03782355796123929,0.026484784526368738,13.833333333333332,20.301266099927876,0.3844761430733401,0.0,0.0,5.492897577346817
0.6,0.25,40.0,0.6,0.42,0.6,0.234696,0.1564640000000001,6,3,0.6,0.5807444523979958,14.622,5.451078394250246,4.5803857989397745,-0.23736652609083242,0.9917723752451367,1.1940804708816286,1.7349565253705679,1.699478975475579,1.10575,0.041999999999999996,0.12,0.3006442376521117,0.9999736179662713,0.9995243044469657,0.03689980328189314,0.026775898429330147,14.116666666666667,20.501445351373597,0.389456929202769,0.0,0.0,5.504385798939774
0.6,0.22,40.0,0.6,0.42,0.6,0.234696,0.1564640000000001,6,3,0.6,0.5807444523979958,14.622,5.418107182295715,4.5943013424789525,-0.2419793656233553,0.9917723752451367,1.1940804708816286,1.6508638156247457,1.6172123490519692,1.0990000000000002,0.041999999999999996,0.12,0.3006442376521117,0.9999736179662713,0.9996637643469668,0.03689980328189314,0.027990767011637704,14.116666666666667,20.717805025965973,0.3762584623713483,0.0,0.0,5.518301342478953
0.55,0.34,40.0,0.55,0.385,0.55,0.20006000000000002,0.19110000000000008,6,3,0.6,0.509162491052255,14.622,5.499079682470613,4.560350962701099,-0.23065090277009137,0.9917723752451367,1.1940804708816286,1.9390141377606516,1.899001285796237,1.1260000000000001,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9989655709419812,0.03782355796123929,0.024055047361753623,13.833333333333332,19.771779924883,0.45443225227351913,0.0,0.0,5.63870099849208
0.55,0.31,40.0,0.55,0.385,0.55,0.20006000000000002,0.19110000000000008,6,3,0.6,0.509162491052255,14.622,5.4798752313102375,4.568334943787073,-0.2333377027468455,0.9917723752451367,1.1940804708816286,1.8780660391503412,1.8390862950221414,1.11925,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9992687151748108,0.03782355796123929,0.02526991594406118,13.833333333333332,19.970867943211292,0.4421947984170824,0.0,0.0,5.646684979578053
0.55,0.28,40.0,0.55,0.385,0.55,0.20006000000000002,0.19110000000000008,6,3,0.6,0.509162491052255,14.622,5.457539378106368,4.577673719319567,-0.2364626017282213,0.9917723752451367,1.1940804708816286,1.810399694459409,1.7730622142882826,1.1125,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9994830675550226,0.03782355796123929,0.026484784526368738,13.833333333333332,20.17570001225765,0.43097535018517874,0.0,0.0,5.656023755110548
0.55,0.25,40.0,0.55,0.385,0.55,0.20006000000000002,0.19110000000000008,6,3,0.6,0.509162491052255,14.622,5.43109616282408,4.588804200521334,-0.24016214146577697,0.9917723752451367,1.1940804708816286,1.7349565253705679,1.699478975475579,1.10575,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9996346124755491,0.03782355796123929,0.027699653108676295,13.833333333333332,20.390742303335585,0.419838571103055,0.0,0.0,5.6671542363123155
0.55,0.22,40.0,0.55,0.385,0.55,0.20006000000000002,0.19110000000000008,6,3,0.6,0.509162491052255,14.622,5.399664021021775,4.602140831141538,-0.2445596572895049,0.9917723752451367,1.1940804708816286,1.6508638156247457,1.6172123490519692,1.0990000000000002,0.041999999999999996,0.12,0.3006442376521117,0.9999736179662713,0.9996637643469668,0.03689980328189314,0.027990767011637704,14.116666666666667,20.618654577745705,0.4191920190872054,0.0,0.0,5.680490866932519
0.5,0.34,40.0,0.5,0.35,0.5,0.16505999999999998,0.2261000000000001,6,3,0.6,0.437580529706514,14.622,5.477062693123658,4.569507740972492,-0.2337311910830242,0.9917723752451367,1.1940804708816286,1.9390141377606516,1.899001285796237,1.1260000000000001,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9989655709419812,0.03782355796123929,0.024055047361753623,13.833333333333332,19.529819150052223,0.500355460380054,0.0,0.0,5.9251856221464365
0.5,0.31,40.0,0.5,0.35,0.5,0.16505999999999998,0.2261000000000001,6,3,0.6,0.437580529706514,14.622,5.45846226997889,4.577286716877313,-0.23633348448134295,0.9917723752451367,1.1940804708816286,1.8780660391503412,1.8390862950221414,1.11925,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9992687151748108,0.03782355796123929,0.02526991594406118,13.833333333333332,19.747074406635015,0.488952217266335,0.0,0.0,5.932964598051257
0.5,0.28,40.0,0.5,0.35,0.5,0.16505999999999998,0.2261000000000001,6,3,0.6,0.437580529706514,14.622,5.436944395333178,4.586335569939841,-0.23934394411984505,0.9917723752451367,1.1940804708816286,1.810399694459409,1.7730622142882826,1.1125,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9994830675550226,0.03782355796123929,0.026484784526368738,13.833333333333332,19.9612192987879,0.4782189398658634,0.0,0.0,5.942013451113786
0.5,0.25,40.0,0.5,0.35,0.5,0.16505999999999998,0.2261000000000001,6,3,0.6,0.437580529706514,14.622,5.4116402860706625,4.597045612019657,-0.24288411715632252,0.9917723752451367,1.1940804708816286,1.7349565253705679,1.699478975475579,1.10575,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9996346124755491,0.03782355796123929,0.027699653108676295,13.833333333333332,20.18929388928801,0.46735938627834006,0.0,0.0,5.9527234931936
0.5,0.22,40.0,0.5,0.35,0.5,0.16505999999999998,0.2261000000000001,6,3,0.6,0.437580529706514,14.622,5.381551676215388,4.609878891486226,-0.2470936660564501,0.9917723752451367,1.1940804708816286,1.6508638156247457,1.6172123490519692,1.0990000000000002,0.041999999999999996,0.12,0.3006442376521117,0.9999736179662713,0.9996637643469668,0.03689980328189314,0.027990767011637704,14.116666666666667,20.43969106816843,0.4628114061400561,0.0,0.0,5.96555677266017
0.45,0.34,40.0,0.45,0.315,0.45,0.156464,0.23469600000000013,4,2,0.4,0.4000000000000001,14.622,5.422962224662726,4.592244300462848,-0.24130012060823414,0.9917723752451367,1.1940804708816286,1.9390141377606516,1.899001285796237,1.1260000000000001,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9989655709419812,0.03782355796123929,0.024055047361753623,13.833333333333332,19.654691084586744,0.4910069742733745,0.0,0.0,6.889244300462849
0.45,0.31,40.0,0.45,0.315,0.45,0.156464,0.23469600000000013,4,2,0.4,0.4000000000000001,14.622,5.406759049039747,4.599120256626248,-0.2435670269375848,0.9917723752451367,1.1940804708816286,1.8780660391503412,1.8390862950221414,1.11925,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9992687151748108,0.03782355796123929,0.02526991594406118,13.833333333333332,19.885963095138944,0.48087498216768765,0.0,0.0,6.896120256626249
0.45,0.28,40.0,0.45,0.315,0.45,0.156464,0.23469600000000013,4,2,0.4,0.4000000000000001,14.622,5.38796344030836,4.607135159557057,-0.24619662778797335,0.9917723752451367,1.1940804708816286,1.810399694459409,1.7730622142882826,1.1125,0.041999999999999996,0.12,0.3006442376521117,0.9999797377520157,0.9994830675550226,0.03782355796123929,0.026484784526368738,13.833333333333332,20.11962260946687,0.47146616320625423,0.0,0.0,6.9041351595570575
