alpha_deg,cl_clean_baseline,cl_flap_only,cl_blow_only,cl_all_high_lift,cd_clean_baseline,cd_flap_only,cd_blow_only,cd_all_high_lift,cm_clean_baseline,cm_flap_only,cm_blow_only,cm_all_high_lift,cambridge_clean_immersion_factor,cambridge_flap_immersion_factor,cambridge_clean_margin_m,cambridge_flap_margin_m,overdrop_clean_severity_scalar,overdrop_flap_severity_scalar,overdrop_clean_peak_shift_deg,overdrop_flap_peak_shift_deg
-6.0,0.2873108133623309,1.298161692435832,2.94487786429649,4.752542231385324,0.08214236575378901,1.6061004493838842,0.4543701014353846,3.297053412912937,-0.13362031730052132,-0.1890395599162716,-1.17292188930986,-0.771023763645005,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-5.716666666666667,0.2892963358183252,1.2818053128098907,3.0060011662724078,4.768632999505332,0.08075916527671737,1.680833167120419,0.43811563949661103,3.3854432938026044,-0.13314768923538067,-0.19361448716859492,-1.1756488606175648,-0.7758539361756185,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-5.433333333333334,0.2906092503754604,1.2753811256739114,3.095513041688277,4.801021552987506,0.07951912684981016,1.7298107744262365,0.42100924797232303,3.46135413149747,-0.1325862960468188,-0.19756860244833782,-1.177652055484788,-0.7801868780294527,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-5.15,0.291601800200079,1.2745365663843093,3.2262807313585524,4.852657971534425,0.0783991138711814,1.7649273789634223,0.3991851737091173,3.5295086716691184,-0.13201371741234588,-0.20082790865494696,-1.1823245240665305,-0.785224373131517,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-4.866666666666667,0.29270503511331475,1.2757571239095427,3.3933552624763643,4.919763475289447,0.07737162282491326,1.7969466678459247,0.3609123044087025,3.590677752484855,-0.13151587709895302,-0.20351347264433678,-1.2030382863632816,-0.7959695307769988,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-4.583333333333334,0.29441749647201904,1.2773776053948613,3.5637572609589245,4.988248188846903,0.07640412582857761,1.8313984799033265,0.2919992436238241,3.641230507258756,-0.13118418990394312,-0.20585933110719407,-1.2588006435679253,-0.8195640074674205,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-4.3,0.29728527164898105,1.2791379269452412,3.7283819586307976,5.054228005764742,0.07545876064237023,1.8693725987457892,0.20992669972228808,3.6880464387761913,-0.13111188776196264,-0.20810148046018073,-1.3325816032264848,-0.8497053749578104,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-4.016666666666667,0.3018805661683135,1.2814241935191337,3.901176752668934,5.123326281659038,0.07449325025960471,1.9096146496175908,0.15388166329996,3.746044782360615,-0.1313908413747222,-0.21040627458406777,-1.3756655330984073,-0.8683118389100837,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-3.7333333333333334,0.30878109697758066,1.2847478840208275,4.0501307260604715,5.182887055842549,0.07346465188628856,1.950127018339174,0.12801918058604253,3.8143732699853468,-0.13210935970429633,-0.21285630614183887,-1.3822999409707346,-0.8734645176977363,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-3.45,0.3185356517448783,1.2895075089097514,4.164884394206355,5.228855516412462,0.0723379231863762,1.9890467138320311,0.11692565915303745,3.88540306150615,-0.13334869052330675,-0.21547272043827043,-1.3676670594610185,-0.8709605531785577,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-3.166666666666667,0.3315825873448385,1.2959151589393147,4.25797260597021,5.26624342640052,0.07110031239772364,2.0250346243011275,0.1110460313813662,3.955413061136899,-0.1351723821854792,-0.21824499108779402,-1.3430608617696402,-0.864992076521849,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-2.8833333333333333,0.3480963300504649,1.3039829053485685,4.340122553089998,5.299297933668528,0.0697788301426531,2.05738803172204,0.106882516358579,4.023749124505886,-0.137601946108377,-0.22114938886960844,-1.3154671913487883,-0.8581121667019077,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-2.6,0.36779821002803387,1.3135225700633102,4.416381104384564,5.330000840973487,0.06845125902063245,2.0859918110352624,0.10332665903999355,4.091096932640584,-0.1405796863443214,-0.22415135848848303,-1.2883580970291515,-0.8515936151319434,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-2.316666666666667,0.38986984847600786,1.3241700433769954,4.488530451519318,5.359064467307503,0.06723509602619834,2.1111717390131624,0.10008327934770198,4.158800432329998,-0.14394145187982807,-0.2272002169371261,-1.2628120618109173,-0.8458507203495468,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-2.033333333333333,0.41317961086685145,1.3354806057411575,4.556858826533321,5.386635079508434,0.06624237495282011,2.133502447257545,0.09712294836456586,4.228450671128058,-0.14746352212339714,-0.23023823570091156,-1.23874675326979,-0.8408830674980219,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-1.75,0.43692128372531697,1.3471197698982145,4.621209393694725,5.412664105278099,0.0655066513578548,2.153621704153539,0.09446717123865278,4.301495803339451,-0.1510804624267071,-0.233254333229472,-1.2157974576640973,-0.8365740600222713,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-1.4666666666666668,0.4612430489517865,1.359038804536694,4.681680999321992,5.437134996281792,0.06490827479099932,2.172090900648603,0.09209503008856558,4.378925488485832,-0.15524622246808945,-0.23637732115855675,-1.193825575329319,-0.832843700831014,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-1.1833333333333336,0.4868465840093754,1.3713657798798489,4.7386902531400885,5.460122917177829,0.06413640019892902,2.1893210813313417,0.08991111287009615,4.461123673633072,-0.1609114454214662,-0.2398679988477345,-1.1729852277459472,-0.8296712698333104,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-0.9000000000000004,0.5139091400345174,1.3841111653493863,4.792573700142113,5.481729333162522,0.06280145497616689,2.205587668741622,0.08778678942578169,4.547928955946032,-0.1682604115159651,-0.2437800372041007,-1.1531285834453076,-0.8269726587232045,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-0.6166666666666671,0.5432369684540198,1.3974709281340874,4.84402969300101,5.502152315695987,0.060833968170561685,2.221156637491047,0.08571452231689362,4.638852668479158,-0.1753857525600872,-0.24760485999759957,-1.1332114758236709,-0.8244855607601602,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-0.3333333333333339,0.5763232490274381,1.4118368768747822,4.893993015100995,5.521628974337913,0.05867857899972809,2.2363614685349518,0.08386183621630591,4.733297374865527,-0.18025093060539552,-0.25079817406281163,-1.1122736808046019,-0.8219859472370026,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
-0.04999999999999982,0.6112970489741076,1.4267068241498035,4.941763473324889,5.540048618002494,0.05696169561038187,2.2515259916840717,0.08241224536928184,4.8306759265334955,-0.18312925277129796,-0.2534342243120027,-1.0906559740521813,-0.8195532675266088,0.9999999999605955,0.9999999979862813,0.08385,0.07008148940051433,0.0,0.0,0.0,0.0
0.2333333333333334,0.6444810032136887,1.441099729330769,4.985795539431548,5.557127584753414,0.05627069319257986,2.2669171810868485,0.08150019793182202,4.930494666500541,-0.18515903850250343,-0.255818691893702,-1.0692681928689032,-0.8174100097858197,0.999999999950703,0.9999999974807369,0.0830660584445594,0.06929754784507373,0.0,0.0,0.0,0.0
0.5166666666666666,0.6732490566163157,1.454320311727679,5.025123605704383,5.572721747100736,0.05678533466173402,2.282649932317767,0.08110724046751469,5.032375664539423,-0.1867072787109149,-0.25805016421736426,-1.0485844625082783,-0.8156758814623426,0.9999999999352951,0.9999999966933326,0.08211414814041126,0.06834563754092558,0.0,0.0,0.0,0.0
0.7999999999999998,0.6960414966243343,1.46596211810175,5.0593887170859375,5.586835067792552,0.05814696502930862,2.298658204751599,0.08103902490906191,5.1360307841443005,-0.18751602537081014,-0.2600594982903907,-1.0285680910135484,-0.8143300651458911,0.9999999999150725,0.9999999956598753,0.08116228028471453,0.06739376968522885,0.0,0.0,0.0,0.0
1.083333333333333,0.7129963365311515,1.4760761742267543,5.089006661967928,5.59963022762303,0.05991420723660347,2.3148365637681927,0.08111489621391425,5.241229720834207,-0.18740050964259014,-0.261797066499805,-1.009048241084168,-0.8132974908972519,0.9999999998885315,0.9999999943035309,0.0802104781544074,0.06644196755492172,0.0,0.0,0.0,0.0
1.3666666666666663,0.7260560476509091,1.4851991644627742,5.11511522831582,5.611398259339683,0.06188496298796121,2.331140003051847,0.08127743188243938,5.347740946995021,-0.18657047831264129,-0.26331896221534795,-0.9899775110773965,-0.8125188709545967,0.9999999998536999,0.9999999925235015,0.07925876502482082,0.06549025442533514,0.0,0.0,0.0,0.0
1.6499999999999995,0.7374935877020649,1.4939579215568712,5.138897339901367,5.622420108948441,0.0640300764683207,2.347567429179309,0.08154065253705295,5.455261700655932,-0.18541424571061374,-0.2647291396353411,-0.9714087794938673,-0.8119574886401555,0.9999999998079903,0.9999999901875644,0.07830716416910928,0.06453865356962361,0.0,0.0,0.0,0.0
1.9333333333333336,0.7486673612697097,1.5027353381315793,5.161054422516024,5.632867525505153,0.06633533210421871,2.3641170398659415,0.08191670454123291,5.563375282147501,-0.18421247256214648,-0.26610269685333043,-0.9533973186431541,-0.811583798881973,0.9999999997480091,0.999999987122292,0.07735569885768177,0.0635871882581961,0.0,0.0,0.0,0.0
2.216666666666667,0.759984072341614,1.5116601285583426,5.181831456593936,5.64281610545541,0.06873194790085482,2.380767202322638,0.08239375364949414,5.671548019972386,-0.18306180360020724,-0.2674654084348995,-0.9359546868713186,-0.8113638726986229,0.9999999996693056,0.9999999831002369,0.07640439235763268,0.06263588175814701,0.0,0.0,0.0,0.0
2.5,0.7713980351004284,1.520740411095238,5.201286851434118,5.652307891207206,0.0711148613731026,2.397482832793788,0.08295117313509992,5.7791611283971465,-0.18192568491128283,-0.26880734432683273,-0.9190163058849475,-0.8112444341763901,0.9999999995660434,0.9999999778231392,0.07545326793217282,0.06168475733268715,0.0,0.0,0.0,0.0
2.783333333333333,0.7827637572552805,1.5299579360958633,5.219479821892193,5.661394006319499,0.0733990962246527,2.414232712228951,0.08357006201838957,5.885554532712738,-0.1807305614365235,-0.270108647627625,-0.9024363998303141,-0.8111454041707331,0.99999999943057,0.9999999708999294,0.07450234884006054,0.060733838240574864,0.0,0.0,0.0,0.0
3.0666666666666664,0.7940580454822329,1.539327308776001,5.23655747015548,5.670149103393116,0.07555754695822263,2.4310010726955062,0.08418818064062895,5.990046068815156,-0.1794587923981557,-0.27136442753823553,-0.8860384682148246,-0.8109732039551074,0.9999999992528532,0.9999999618179143,0.07355165833503302,0.059783147735547354,0.0,0.0,0.0,0.0
3.3499999999999996,0.8056025579432814,1.5489553024376546,5.25287115236476,5.678697094718969,0.0775854458586622,2.447777330976667,0.08456537068412444,6.091951703667066,-0.17819047409432656,-0.2725959516729911,-0.8697569237964755,-0.810668906929704,0.9999999990197423,0.9999999499050432,0.07260121966523755,0.05883270906575189,0.0,0.0,0.0,0.0
3.633333333333333,0.8179375759798941,1.5590066315447046,5.2689295850769255,5.687202782172545,0.07943739491883658,2.4645375873845565,0.08435061300723193,6.190691360507937,-0.17708997723992925,-0.27384701535088,-0.8540533793299531,-0.8103543732116257,0.9999999987140014,0.9999999342805033,0.07165105607266306,0.057882545473177394,0.0,0.0,0.0,0.0
