airfoil,flap_deflection_deg,cmu,veff_mps,reynolds,reynolds_inf,q_ratio,alpha_deg,cl_local,cd_local,cm_local,cl_equiv,cd_equiv,cm_equiv,cx_equiv,cl_wing_ref,cd_wing_ref,cm_wing_ref,cx_wing_ref
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,13.400000000000002,2.183842793450004,4.159083344189394,-0.4043293132036052,8.849498351526227,16.85368622167118,-1.638447420025315,-18.445712105292994,5.821124646491408,6.837417250608682,-0.8532189556625179,-8.00030800344749
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,13.600000000000001,2.186364672395463,4.153516602019702,-0.4062300445675034,8.85031919958523,16.813273738262247,-1.644403428337978,-18.422929123865263,5.821463719896406,6.8245884526997385,-0.8554770547553964,-8.002105101469336
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,13.8,2.187840771322975,4.144241394821731,-0.40817003840296817,8.850797594695155,16.765315945247778,-1.651230949471283,-18.39258438053656,5.821199740290275,6.80839764397205,-0.8582791157383872,-8.000419244624236
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,14.0,2.188225260943476,4.130916860169808,-0.41015984956081963,8.85092195644888,16.708710657228025,-1.6590123891387627,-18.35362235979938,5.820289558382505,6.788386128938498,-0.861664767160492,-7.994797532123129
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,14.200000000000003,2.1874725835020215,4.113174549715431,-0.4122101357481609,8.850678409274387,16.642213235176587,-1.667833177003537,-18.304853016638337,5.818688619736726,6.764042392959114,-0.8656782767073756,-7.984736738898155
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,14.400000000000002,2.185536704452541,4.090621625772141,-0.4143314700230606,8.850050194426089,16.56444691170568,-1.677782074931087,-18.244962336342404,5.816350553268286,6.734806837316352,-0.8703690102024095,-7.969688058882122
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,14.600000000000001,2.1823704950000025,4.062844707743476,-0.4165340883052982,8.849017070138434,16.473913230825445,-1.6889511960287609,-18.172522961146218,5.813226803925195,6.700076792771719,-0.875791489008734,-7.949062105085717
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,14.8,2.1779252227554586,4.0294147975031605,-0.41882755149967943,8.847554671130888,16.36900447319715,-1.7014356695777946,-18.086006681703395,5.8092663561912286,6.659212454774224,-0.8820050107957502,-7.922234798369992
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,15.0,2.1721501342006793,3.9898937412079123,-0.42122029587807713,8.845633799409022,16.24802005054158,-1.7153328527115317,-17.98380068617035,5.804415588572239,6.6115444590701955,-0.8890728258673449,-7.888554844686743
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,15.200000000000003,2.164992124339866,3.9438426865529643,-0.4237190433297612,8.843219619667485,16.10918886517498,-1.7307409644009684,-17.86422945608495,5.798618284063496,6.556383845391614,-0.8970608734083183,-7.847353520045218
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,15.400000000000002,2.156395503889477,3.890832963970878,-0.4263280456847684,8.840270734269545,15.95069954527502,-1.7477570040688393,-17.725584099643637,5.791815790811984,6.493035131849096,-0.9060360804478649,-7.797957444753154
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,15.600000000000001,2.1463018907927607,3.8304597485772027,-0.4290481448211919,8.836738114691503,15.770740268295333,-1.7664738174268282,-17.566160705737442,5.783947270577757,6.420813138304953,-0.9160642164849111,-7.739704925669852
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,15.8,2.134650269373086,3.7623587344103284,-0.43187564288544344,8.832563868770144,15.567549539936556,-1.7869761870979106,-17.384308954675888,5.774949881255756,6.339064050523664,-0.9272072855097298,-7.671966271863758
s1210,40.0,1.0,12.548062020675514,297236.5520090954,94751.38121546962,9.840866279669955,16.0,2.121377276097234,3.686225859876245,-0.43480099500089536,8.827679826765182,15.339478755988216,-1.8093358571692857,-17.178491689239667,5.764758613594454,6.247191009488126,-0.939520432266109,-7.59416824580562
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-6.0,2.289159884649157,0.651950316016671,-0.18966263269276964,8.976883427503832,2.556606913589571,-0.7437572865284646,-1.6042617238048897,3.785419020240118,1.2234893015615944,-0.6396789898026967,-0.8211028661419958
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-5.8,2.2841550608950327,0.6786585569929307,-0.1871171940238755,8.976544999632269,2.667073343893486,-0.7353554673744757,-1.7462834197121881,3.9241115691064197,1.2401360076886598,-0.6862095464619355,-0.8372312054667411
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-5.6,2.278577172057212,0.706108644172266,-0.18429068465432963,8.976161987346721,2.78162427346432,-0.7259894720716356,-1.8924287779731024,4.065924832275909,1.2576365858244545,-0.7410569755650774,-0.8548696540958822
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-5.4,2.2719645928423784,0.7342182244026311,-0.1813955370210723,8.975699827281394,2.90062724160365,-0.716627316921664,-2.0430661836334103,4.221123391876178,1.2775537789869191,-0.7965903204373996,-0.8746411473755129
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-5.2,2.26414135207803,0.7628490883373136,-0.1789813077774058,8.975141484192124,3.0239624803594882,-0.7094886363228226,-2.1980768258376004,4.389782577440577,1.3043432523129224,-0.8360631931753649,-0.9011177739177523
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-5.0,2.2563544107434295,0.791913903589978,-0.177309897185433,8.974573010403084,3.149810646714806,-0.7052440920544187,-2.355639089685455,4.537176901103495,1.3407780144544108,-0.8549318994452821,-0.9402349265242689
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-4.8,2.2490544476599332,0.8214877024317809,-0.17616838456974573,8.974028304365838,3.2778458969642292,-0.7029354363155681,-2.515422695532652,4.655137532829263,1.3843107170245201,-0.8618551795089143,-0.9899238753350268
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-4.6,2.2419218519646713,0.85170381292871,-0.1753176872031471,8.973484834694668,3.4090176882257532,-0.7017241060354209,-2.678372996683334,4.754533109424555,1.4316465790064736,-0.8638893120721499,-1.0457266303060015
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-4.4,2.2347356825339006,0.8826709026337665,-0.1746560116597663,8.972925798884148,3.5441061670373775,-0.7012799970935059,-2.8452666612845685,4.842596885917557,1.4814130080919183,-0.8644480716084417,-1.1055275902052544
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-4.2,2.227408499576981,0.9144914200334981,-0.17415421711513054,8.97234367447871,3.6837119502151894,-0.7015199450902201,-3.01670098314602,4.921993206554358,1.5327783190582767,-0.8656701191567293,-1.1681840992500967
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-4.0,2.2199093573694966,0.9472787889964388,-0.17380665522067845,8.971734946245384,3.828414969675616,-0.7024373483344146,-3.193252550007932,4.9938064687229025,1.5857718029045367,-0.867329629438928,-1.233558612674561
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-3.8,2.21221974660107,0.9811578786529217,-0.17361268454195178,8.971096863740858,3.978837265846509,-0.7040422689440887,-3.3755400859304574,5.059118401880785,1.6425464639816942,-0.8671948447590963,-1.3036477644207944
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-3.5999999999999996,2.2043129955400054,1.0162596030220823,-0.17356850805636218,8.97042576394941,4.135656480842463,-0.7063349985366426,-3.5642380133608613,5.115995566334114,1.70342556160456,-0.8655364714530611,-1.3788282208495073
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-3.4,2.1961513753482738,1.0527139284537048,-0.17366517163257056,8.969716711436368,4.2995878255047835,-0.709298734901688,-3.76005844091602,5.16485111185936,1.7677531033288634,-0.8630530912633461,-1.4583329641745548
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-3.1999999999999997,2.187695674066004,1.090642451345288,-0.1738911183458948,8.968964206422362,4.47134088350604,-0.7129068429158628,-3.9637079284135917,5.207083201734172,1.8353099743808896,-0.8600171912351027,-1.541781072386244
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-3.0,2.1789208086946013,1.1301508809274703,-0.17423619165623644,8.96816355577224,4.6515586534463225,-0.7171342151916723,-4.175826438540253,5.243984867027793,1.9059776160963076,-0.8567342286381395,-1.6289165774754613
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-2.8,2.169826381881453,1.171321245340857,-0.17469420478564263,8.967311983138156,4.840757365269805,-0.7219644156970485,-4.396927039750488,5.276566700068546,1.9796738438490145,-0.8535067427495807,-1.7195513165611562
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-2.5999999999999996,2.1604170488500007,1.21420305990144,-0.17526371664346133,8.96640698627853,5.039322757083526,-0.7273992834807432,-4.627392112322434,5.305698986757044,2.0564942072612817,-0.850470490053141,-1.8136948298454532
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-2.4,2.1506406446872752,1.2588034410929225,-0.17594866124265313,8.96544018491988,5.247611674953243,-0.7334824634159722,-4.8675749592255375,5.33261761877133,2.136930110125524,-0.8473608758041689,-1.9117488104781815
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-2.1999999999999997,2.140406369519769,1.3050815134659286,-0.17675501744807492,8.96439834029261,5.465910922272875,-0.7402811015767161,-5.117758476959428,5.358588016674153,2.221894326847007,-0.8436742580362455,-2.014552151238595
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-2.0,2.1298064602718187,1.3529533553712034,-0.1776858492958697,8.963286219419675,5.69390148444221,-0.7477905406373341,-5.377618735643748,5.382966269085681,2.312254274396681,-0.8395488590502955,-2.122982898010109
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-1.7999999999999998,2.1191418117545915,1.4022928219792332,-0.17874775144427,8.962132318700874,5.93048268427905,-0.7559479932999024,-5.646048969983264,5.403485384248851,2.4085671071478685,-0.835720181565822,-2.2376510470885784
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-1.5999999999999996,2.108613739047517,1.4529173363688328,-0.17994350677085108,8.960957704359696,6.1744503310564225,-0.764704375907238,-5.921838382099952,5.418909047762774,2.5114870188138614,-0.8326131855190391,-2.3592030070913697
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-1.3999999999999995,2.0982326962128792,1.50457917859166,-0.18126444714723183,8.959763903559665,6.424775592680644,-0.7740259950575532,-6.203951183615143,5.429403776522714,2.621898881929341,-0.8301828237557154,-2.48846405798969
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-1.1999999999999993,2.0879577339020035,1.556970323545852,-0.18269925293046968,8.958546443119385,6.680303306704186,-0.783885476188306,-6.491224564639622,5.435635129782808,2.740506548242061,-0.8282429374146718,-2.6260701566481
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-1.0,2.077783911442712,1.6097360422003983,-0.18424075466230005,8.957304760706666,6.939555280448271,-0.7942599708104009,-6.7821718293001005,5.438549019541485,2.8672292184196655,-0.8266740678066208,-2.771876757603836
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-0.7999999999999998,2.067741585007889,1.6625015601722637,-0.1858859032376253,8.956042746035374,7.200820037769124,-0.8051306349653048,-7.075072246756881,5.439492545933923,3.000571661882483,-0.8254337092402722,-2.924332002307321
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-0.5999999999999996,2.057872298413147,1.7149203412824985,-0.18763437066271324,8.954766230012735,7.462421633801183,-0.8164850303373045,-7.368240085716045,5.440149019209052,3.1372461275026047,-0.8245088660932021,-3.0801060442175254
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-0.39999999999999947,2.048211284303453,1.7667455154818335,-0.18948824485174534,8.953480847942046,7.723091000074042,-0.8283224412403433,-7.660396213421901,5.442215839541156,3.272544730439834,-0.8238864730806295,-3.2344714554596625
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,-0.1999999999999993,2.0387788053216194,1.8179094569072634,-0.1914523468778854,8.952190733620107,7.982362849862117,-0.8406590853192903,-7.951065241322331,5.446956382417042,3.401731098545456,-0.8235401680442302,-3.382696948030553
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,0.0,2.029577792260822,1.8685755163076518,-0.19353404629423865,8.950897907252932,8.240841391859709,-0.8535289933516742,-8.240841391859709,5.454859595659199,3.5218782529375345,-0.823424852674087,-3.5218782529375345
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,0.20000000000000018,2.020596606378245,1.919116505976988,-0.19574181075024516,8.949602353597317,8.50012790504706,-0.8669772901023396,-8.531316061480313,5.465615138792779,3.6328934725696227,-0.8234807303352901,-3.651949896958672
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,0.40000000000000036,2.01181602270841,1.969998505299103,-0.19808254870382805,8.948302792488139,8.762303772903406,-0.881046081601139,-8.82456067276068,5.478402080125143,3.737000520350196,-0.8236471174965485,-3.7751556032218234
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,0.6000000000000005,2.003218278710512,2.021606966943969,-0.20055874247688188,8.946997922771851,9.029127542482163,-0.8957579268343466,-9.122323500425903,5.492280967702111,3.8372495938788185,-0.823878674559941,-3.89455317564844
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,0.8000000000000007,1.9947949573866233,2.074103867375864,-0.2031668005564504,8.94568768678736,9.301349674459896,-0.9111045420341753,-9.425344320926166,5.506474552569994,3.936180733304318,-0.8241550566533984,-4.012679440923678
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,1.0,1.9865511618497194,2.127394893797159,-0.20589749795362242,8.944374116929927,9.578517880632196,-0.9270459713316611,-9.733159878380162,5.520469015347848,4.0352518813027,-0.8244804996517333,-4.130982761876277
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,1.2000000000000002,1.9785056868853002,2.1812119532713976,-0.20873815697403755,8.943061618519275,9.8593160638652,-0.9435192490620262,-10.044443104383438,5.533988307089096,4.134941071987967,-0.824875943477947,-4.249929317836989
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,1.4000000000000004,1.9706888431386493,2.2352434947371864,-0.2116753389809593,8.941756859726304,10.142140867044343,-0.9604506672668658,-10.357579930949392,5.54692032536445,4.235138478415667,-0.8253687006740426,-4.369397591889633
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,1.6000000000000005,1.9631398482350129,2.2892338230557283,-0.21469688792969566,8.940468531088763,10.425555252079842,-0.9777656808219133,-10.6711230172356,5.559245816232652,4.335510749135825,-0.8259837238440102,-4.489043651958715
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,1.8000000000000007,1.9559046905767299,2.343015965795122,-0.2177928780811946,8.939207116244894,10.708448676369438,-0.9953939243515991,-10.983951984448845,5.570988586077606,4.435706214717299,-0.8267382988134566,-4.608506441769273
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,2.0,1.9490343823924334,2.3964907355685603,-0.2209556739790765,8.937984664988678,10.989953608723155,-1.0132701831781141,-11.295189992266108,5.582187076645564,4.535413241043497,-0.8276401281746009,-4.7274659093139535
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,2.200000000000001,1.9425832244830565,2.4495842241610624,-0.22417955280992025,8.93681450427544,11.26926226275451,-1.0313334604476565,-11.60402060351693,5.5928809908456865,4.634338993518009,-0.8286878504187083,-4.845621546024072
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,2.4000000000000004,1.9366069290713261,2.5022095644751987,-0.22746025458252125,8.935710855864727,11.545461721368287,-1.049525866937519,-11.909523123475962,5.603106533863917,4.732168040542321,-0.8298728998367861,-4.962650874189915
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,2.5999999999999996,1.931160759388828,2.5542439126670144,-0.23079464186854656,8.934688387947793,11.817438457953545,-1.0677921020702994,-12.210577393089615,5.6128958697851115,4.828531636235909,-0.8311818785825537,-5.078178728614878
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,2.8000000000000007,1.9262980033280332,2.605520416723129,-0.23418050941149957,8.933761767173214,12.083851326375697,-1.0860795567368564,-12.505837073240738,5.622278730262437,4.922995098038243,-0.8325989973928697,-5.191764739722485
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,3.0,1.9220690834030465,2.655830259421815,-0.23761651371547007,8.932945285425577,12.343149681586043,-1.1043387224020866,-12.79374805750698,5.6312857532706975,5.015059210604063,-0.8341083898157797,-5.302904971026863
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,3.200000000000001,1.918521480806877,2.704929673461717,-0.2411021706057826,8.932252617961893,12.593612007419244,-1.1225235245654162,-13.072587380612804,5.639952652571742,5.1041692116027555,-0.8356957949616305,-5.4110412533035355
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,3.4000000000000004,1.915700451504988,2.752548503650885,-0.2446378659913372,8.931696729468037,12.833388669114031,-1.1405912786951058,-13.340506239640217,5.648321204357233,5.189727016619406,-0.8373482476792282,-5.515573651464107
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,3.6000000000000014,1.9136502094597418,2.7983987935000734,-0.24822481778437916,8.931289876868721,13.060542983393455,-1.1585021083299747,-13.595571316648472,5.656433674847379,5.2711049307301385,-0.8390514741611301,-5.615874018345501
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,3.8000000000000007,1.9124148204957856,2.8421833238310046,-0.25186489135876583,8.93104356007456,13.273094727571497,-1.176217780719474,-13.83580849931875,5.664328898022456,5.347659995039666,-0.8407896046779291,-5.711300164197619
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,4.0,1.9120376258202236,2.88360488983567,-0.2555601135456113,8.930968178352257,13.469077785023025,-1.1936999622341866,-14.059260635735038,5.672050693369258,5.418750120921665,-0.8425517029617531,-5.801212573239889
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,4.200000000000001,1.912558206935318,2.922377422094461,-0.25931181378895407,8.931072194098533,13.646624526503565,-1.2109082595937475,-14.26407183144087,5.679657097609898,5.483757679542726,-0.844339034760447,-5.884998769530867
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,4.4,1.9140079370324603,2.9582399017124765,-0.26311994930967586,8.931361038236943,13.804074731725951,-1.2278001664354978,-14.448596041916717,5.687212695538377,5.542124495993288,-0.8461623943601817,-5.96210791266655
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,4.600000000000001,1.916408528009146,2.9909735305052885,-0.26698414350575983,8.93183668278427,13.940079428031233,-1.2443373799655228,-14.611500432104318,5.694767385403921,5.593392655921071,-0.8480239542363863,-6.032089876946878
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,4.800000000000001,1.9197754712089639,3.020422250891705,-0.27090669075636226,8.932498269638476,14.053683326142986,-1.2604982107052316,-14.751847271428296,5.702338041760571,5.637244647762296,-0.8498907198536039,-6.0946333866239595
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,5.0,1.9241164656929564,3.0465166309019085,-0.27489329193735174,8.933341820071371,14.14445274474457,-1.27628227537496,-14.869220873270816,5.709909353037791,5.67355192755813,-0.8516911610549927,-6.149613740267421
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,5.200000000000001,1.9294155766061198,3.069300017607043,-0.27894804405979773,8.934357330565911,14.212709508777678,-1.2916976168900551,-14.963959519130682,5.717454480460061,5.702442112484278,-0.8533540778282344,-6.197160785561244
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,5.4,1.9356139822882283,3.088953309744441,-0.28306740839582223,8.935525635567256,14.259775832814633,-1.306746131955671,-15.037397689094036,5.724954933856129,5.724366506362203,-0.85485044228475,-6.237727417831731
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,5.600000000000001,1.9426026322445624,3.105812933307709,-0.28723899733814123,8.936818057394312,14.288091987810507,-1.3214244722984432,-15.09198126039035,5.732404675381456,5.7401373334652686,-0.8561965169708987,-6.27212662473991
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,5.800000000000001,1.9502275712503447,3.1203761287409337,-0.2914441260295385,8.938198716198606,14.301173011356616,-1.3357341222751342,-15.131222408366002,5.739803212332886,5.750920038009302,-0.857429685949934,-6.301522663029518
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,6.0,1.9583017211493763,3.1332875316166175,-0.29566042896026073,8.939627950291543,14.303426530973935,-1.349686928210958,-15.159516435673583,5.747147655996182,5.758178552612043,-0.8585859596095979,-6.327375160666247
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,6.200000000000001,1.9666198633554113,3.1453023432627902,-0.2998631909771598,8.941065929767497,14.299843169580802,-1.3633018817692655,-15.181832231431647,5.754428465370773,5.76357424131273,-0.8596890587168291,-6.351337454643498
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,6.4,1.9749763645714888,3.1572258347914954,-0.30402603709692094,8.942476164336405,14.295571977225087,-1.376596519759748,-15.203289086336603,5.761629159672659,5.768823969938944,-0.8607474832424339,-6.375114842807535
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,6.600000000000001,1.9831848869593345,3.1698363828436276,-0.3081219799344902,8.94382866989657,14.295426365025243,-1.3895780550186783,-15.228665405476265,5.768728570605022,5.775534098341503,-0.861755236734166,-6.40029950396102
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,6.800000000000001,1.9910973964170597,3.1838072159066324,-0.31212542928662595,8.945102384672317,14.303409552235673,-1.4022387487687977,-15.261927952944736,5.7757039242319115,5.785040947739571,-0.8626944962728267,-6.428212388481834
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,7.0,1.9986181286136195,3.1996464043241883,-0.3160151493632734,8.946286330794804,14.322372283412884,-1.4145583744073449,-15.3058935333242,5.78253344855142,5.79829571353372,-0.8635399656111815,-6.459789651139531
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,7.200000000000001,2.005708341233148,3.2176716577552615,-0.31977751582913455,8.947379178719286,14.353895729851791,-1.4265138296194517,-15.362114939115886,5.789197885544132,5.815824928043016,-0.8642647069417669,-6.49554430212157
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,7.4,2.0123801707256277,3.2380258760416014,-0.3234090227375431,8.948387284016974,14.39842729320906,-1.438092676871024,-15.431018008997086,5.795680910982256,5.837775660926573,-0.8648466228616409,-6.535611955905921
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,7.600000000000001,2.0186816416106366,3.26072546255638,-0.3269170455861123,8.949321737541043,14.455613337290098,-1.4493052109505427,-15.512233572046172,5.801968842986926,5.864026594136063,-0.8652741819887766,-6.57986174411373
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,7.800000000000001,2.0246778183017033,3.2857229283564733,-0.33031840335706814,8.950195248831445,14.524711772177126,-1.4601899510154437,-15.605007693348593,5.8080501254818895,5.894325673566021,-0.8655499580440658,-6.628033279627831
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,8.0,2.030433730186269,3.3129630939328214,-0.3336360348575295,8.951019630857441,14.604957181921144,-1.4708102279689854,-15.708563901375229,5.8141255483583505,5.928411693227158,-0.8656911121842812,-6.6798866800931735
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,8.200000000000001,2.036003038086069,3.3424180985907532,-0.33689473757473254,8.951804330345656,14.695789863318241,-1.4812432566540525,-15.822329807505604,5.820469830555226,5.966090233162165,-0.8657267033530441,-6.735261709832211
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,8.4,2.041423702476382,3.3740962113344106,-0.3401171272693906,8.952556043959591,14.796921086514379,-1.491565734098252,-15.946001144201656,5.826225846033336,6.007254877197845,-0.8656923438511566,-6.79392376374595
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,8.600000000000001,2.046719620466398,3.4080281282682408,-0.3433207129784785,8.953279163466625,14.908259501796842,-1.5018403865187269,-16.079468387362674,5.831385541901812,6.0518622737617065,-0.8656233344960309,-6.855815680160498
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,8.8,2.0519060689468227,3.4442392022982533,-0.3465164296465501,8.953976679872511,15.029751100210085,-1.512106268997201,-16.222658213743227,5.835952827553732,6.099878740060343,-0.865548123692789,-6.9208914181475745
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,9.0,2.0569966598441294,3.482716785066427,-0.34970844821140684,8.95465120259016,15.1611884727315,-1.522373486289232,-16.375345154581357,5.839945805299122,6.1512170671290125,-0.8654841185951853,-6.989054175589053
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,9.200000000000001,2.0620098133201092,3.5233800864021108,-0.35289484439126395,8.955305826439023,15.302034943137164,-1.532621831226354,-16.536978553459452,5.844313898688474,6.2056785990432495,-0.8654367828738806,-7.0602462418691365
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,9.4,2.066973219220709,3.566057383220664,-0.35606874516463705,8.955944667082754,15.451294824132864,-1.5428027560871693,-16.706555614805353,5.848618115809407,6.262910753613681,-0.8654012681415684,-7.134044581692539
s1210,40.0,1.5,14.46919512015956,342744.0556778128,94751.38121546962,13.084850464078077,9.600000000000001,2.0719254574029664,3.610473133418587,-0.359219685643906,8.956572991703585,15.607446705433793,-1.5528441542290081,-16.882557053044525,5.8527407773402285,6.322385349870535,-0.8653651645633172,-7.2099011440962215
