airfoil,flap_deflection_deg,cmu,veff_mps,reynolds,reynolds_inf,q_ratio,alpha_deg,cl_local,cd_local,cm_local,cl_equiv,cd_equiv,cm_equiv,cx_equiv,cl_wing_ref,cd_wing_ref,cm_wing_ref,cx_wing_ref
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,-4.0,0.1563928847141195,0.049628668989530285,-0.13856722792582954,0.1563928847141195,0.049628668989530285,-0.13856722792582954,-0.03859835988987148,0.15638408945492488,0.04962587796097394,-0.13855943515004107,-0.0385961891863875
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,-3.8,0.2575401495682675,0.036910845195325226,-0.16680022509743087,0.2575401495682675,0.036910845195325226,-0.16680022509743087,-0.01976150531030757,0.2575008812113757,0.03690521722529905,-0.16677479228324738,-0.01975849218072546
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,-3.5999999999999996,0.35106908949968413,0.031053961080979155,-0.1872660574973185,0.35106908949968413,0.031053961080979155,-0.1872660574973185,-0.00894887266202032,0.35096964891798554,0.031045165023318996,-0.1872130142467251,-0.008946337887157839
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,-3.4,0.43105404988361734,0.027602399736710807,-0.2029104220395761,0.43105404988361734,0.027602399736710807,-0.2029104220395761,-0.0019895622496281726,0.43087003751935216,0.027590616567439302,-0.20282380175030235,-0.001988712926779896
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,-3.1999999999999997,0.49871119648496604,0.02522013680108319,-0.2140584477423246,0.49871119648496604,0.02522013680108319,-0.2140584477423246,0.0026579968842846205,0.49842631487881783,0.0252057301602662,-0.21393616992936945,0.0026564785417511685
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,-3.0,0.5562913111199562,0.023486087982029252,-0.2216184990596622,0.5562913111199562,0.023486087982029252,-0.2216184990596622,0.005660136602405025,0.555896041182917,0.023469400062710033,-0.22146102917217883,0.0056561148213817615
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,-2.8,0.6063655590214109,0.022130066874191657,-0.22686271857940593,0.6063655590214109,0.022130066874191657,-0.22686271857940593,0.00751717135646527,0.6058537995549186,0.02211138957458504,-0.2266712513331221,0.007510827025812447
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,-2.5999999999999996,0.6511294903661321,0.021010942327256334,-0.2307990532131941,0.6511294903661321,0.021010942327256334,-0.2307990532131941,0.008547866313586807,0.6504959943020244,0.020990500388341805,-0.23057450449596717,0.008539549934515833
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,-2.4,0.6920702664422378,0.020081750129587194,-0.234013730004352,0.6920702664422378,0.020081750129587194,-0.234013730004352,0.0089167598109988,0.6913098093275124,0.020059684003497585,-0.23375659223300965,0.008906961942534618
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,-2.1999999999999997,0.730225896477474,0.019355612777208507,-0.23675192048215632,0.730225896477474,0.019355612777208507,-0.23675192048215632,0.008690426232072317,0.7293328382921401,0.019331941077113748,-0.23646237550504712,0.008679797937022758
