is_feasible,n_props,prop_diameter_in,prop_pitch_ratio,prop_pitch_in,prop_family,solved_low_speed_rpm,solved_cruise_rpm,low_speed_power_w,cruise_power_w,loiter_energy_wh,low_speed_thrust_n,low_speed_drag_n,cruise_thrust_n,cruise_drag_n,low_speed_veff_mps,low_speed_required_veff_mps,low_speed_blown_span_fraction,low_speed_cl_required,cruise_cl_required,low_speed_clmax_blown_section,low_speed_thrust_to_drag,cruise_thrust_to_drag,low_speed_disk_loading_npm2,low_speed_momentum_coefficient,per_prop_low_speed_torque_nm,per_prop_cruise_torque_nm,per_prop_peak_shaft_power_w,per_prop_peak_current_a,motor_required_current_a,motor_required_kv_rpm_per_v,low_speed_tip_mach,cruise_tip_mach,blade_reynolds_low_speed,prop_reynolds_penalty_factor,prop_mass_kg_per_unit,motor_mass_kg_per_unit,esc_mass_kg_per_unit,propulsion_mass_kg_total,battery_mass_kg_estimate,total_built_mass_kg,mass_budget_margin_kg,packing_margin_m,fuselage_margin_m,inter_prop_margin_m,tip_margin_m,low_speed_thrust_margin_n,cruise_thrust_margin_n,low_speed_veff_margin_mps,low_speed_lift_margin,cruise_lift_margin,disk_loading_lower_margin_npm2,disk_loading_upper_margin_npm2
0,4,4.000,0.400,1.600,high_thrust,14000.0,11000.0,52.647,19.012,5.704,2.605,10.534,0.063,6.048,15.452,12.774,0.163,7.148,1.144,3.200,0.247,0.010,80.331,0.380,0.00524,0.00141,7.676,0.889,0.889,1112.878,0.217,0.173,38507,0.803,0.0033,0.0023,0.0003,0.0237,0.0468,2.0705,2.9295,0.00000,0.00000,0.60790,0.00000,-8.455,-6.106,2.678,1.013,0.256,55.331,419.669
0,4,4.000,0.400,1.600,balanced,14000.0,11000.0,46.602,21.417,6.425,2.301,10.913,0.578,6.048,14.764,12.774,0.163,7.148,1.144,3.200,0.211,0.095,70.960,0.335,0.00449,0.00178,6.588,0.787,0.787,1112.878,0.217,0.173,38507,0.803,0.0033,0.0020,0.0003,0.0224,0.0506,2.0730,2.9270,0.00000,0.00000,0.60790,0.00000,-9.158,-5.592,1.989,0.804,0.256,45.960,429.040
0,4,4.000,0.400,1.600,cruise,14000.0,11000.0,41.389,21.253,6.376,1.946,11.523,0.690,6.048,13.897,12.858,0.163,7.148,1.144,3.159,0.169,0.114,59.999,0.284,0.00385,0.00176,5.650,0.699,0.699,1112.878,0.217,0.173,38507,0.803,0.0033,0.0018,0.0002,0.0213,0.0494,2.0707,2.9293,0.00000,0.00000,0.60790,0.00000,-10.153,-5.480,1.040,0.455,0.256,34.999,440.001
0,4,4.000,0.500,2.000,high_thrust,14000.0,11000.0,60.981,20.773,6.232,2.817,10.326,0.068,6.048,15.908,12.774,0.163,7.148,1.144,3.200,0.273,0.011,86.857,0.411,0.00626,0.00168,9.177,1.030,1.030,1112.878,0.217,0.173,38507,0.803,0.0033,0.0027,0.0004,0.0255,0.0517,2.0772,2.9228,0.00000,0.00000,0.60790,0.00000,-8.025,-6.101,3.134,1.137,0.256,61.857,413.143
0,4,4.000,0.500,2.000,balanced,14000.0,11000.0,53.755,23.648,7.094,2.488,10.667,0.624,6.048,15.192,12.774,0.163,7.148,1.144,3.200,0.233,0.103,76.725,0.363,0.00537,0.00213,7.876,0.908,0.908,1112.878,0.217,0.173,38507,0.803,0.0033,0.0023,0.0003,0.0239,0.0563,2.0802,2.9198,0.00000,0.00000,0.60790,0.00000,-8.713,-5.545,2.418,0.938,0.256,51.725,423.275
0,4,4.000,0.500,2.000,cruise,14000.0,11000.0,47.524,23.453,7.036,2.104,11.226,0.746,6.048,14.292,12.781,0.163,7.148,1.144,3.197,0.187,0.123,64.873,0.307,0.00461,0.00210,6.754,0.803,0.803,1112.878,0.217,0.173,38507,0.803,0.0033,0.0020,0.0003,0.0226,0.0548,2.0774,2.9226,0.00000,0.00000,0.60790,0.00000,-9.683,-5.424,1.511,0.640,0.256,39.873,435.127
0,4,4.000,0.600,2.400,high_thrust,14000.0,11000.0,68.987,22.465,6.739,3.002,10.174,0.073,6.048,16.294,12.774,0.163,7.148,1.144,3.200,0.295,0.012,92.580,0.438,0.00724,0.00195,10.618,1.165,1.165,1112.878,0.217,0.173,38507,0.803,0.0033,0.0030,0.0004,0.0271,0.0564,2.0836,2.9164,0.00000,0.00000,0.60790,0.00000,-7.680,-6.096,3.520,1.233,0.256,67.580,407.420
0,4,4.000,0.600,2.400,balanced,14000.0,11000.0,60.626,25.791,7.737,2.652,10.484,0.666,6.048,15.555,12.774,0.163,7.148,1.144,3.200,0.253,0.110,81.780,0.387,0.00622,0.00247,9.113,1.024,1.024,1112.878,0.217,0.173,38507,0.803,0.0033,0.0026,0.0004,0.0254,0.0617,2.0871,2.9129,0.00000,0.00000,0.60790,0.00000,-8.356,-5.504,2.781,1.042,0.256,56.780,418.220
0,4,4.000,0.600,2.400,cruise,14000.0,11000.0,53.416,25.565,7.670,2.242,11.000,0.795,6.048,14.625,12.774,0.163,7.148,1.144,3.200,0.204,0.131,69.148,0.327,0.00533,0.00243,7.815,0.902,0.902,1112.878,0.217,0.173,38507,0.803,0.0033,0.0023,0.0003,0.0239,0.0600,2.0839,2.9161,0.00000,0.00000,0.60790,0.00000,-9.308,-5.375,1.851,0.759,0.256,44.148,430.852
0,4,4.000,0.700,2.800,high_thrust,14000.0,11000.0,76.729,24.101,7.230,3.169,10.058,0.077,6.048,16.631,12.774,0.163,7.148,1.144,3.200,0.315,0.013,97.712,0.462,0.00819,0.00220,12.011,1.296,1.296,1112.878,0.217,0.173,38507,0.803,0.0033,0.0034,0.0005,0.0287,0.0610,2.0897,2.9103,0.00000,0.00000,0.60790,0.00000,-7.392,-6.092,3.856,1.312,0.256,72.712,402.288
0,4,4.000,0.700,2.800,balanced,14000.0,11000.0,67.271,27.864,8.359,2.799,10.342,0.703,6.048,15.871,12.774,0.163,7.148,1.144,3.200,0.271,0.116,86.314,0.408,0.00703,0.00279,10.309,1.136,1.136,1112.878,0.217,0.173,38507,0.803,0.0033,0.0029,0.0004,0.0268,0.0669,2.0937,2.9063,0.00000,0.00000,0.60790,0.00000,-8.060,-5.467,3.097,1.127,0.256,61.314,413.686
0,4,4.000,0.700,2.800,cruise,14000.0,11000.0,59.114,27.608,8.282,2.367,10.822,0.839,6.048,14.916,12.774,0.163,7.148,1.144,3.200,0.219,0.139,72.981,0.345,0.00603,0.00275,8.841,0.999,0.999,1112.878,0.217,0.173,38507,0.803,0.0033,0.0026,0.0004,0.0251,0.0651,2.0902,2.9098,0.00000,0.00000,0.60790,0.00000,-8.997,-5.331,2.141,0.853,0.256,47.981,427.019
0,4,4.000,0.800,3.200,high_thrust,14000.0,11000.0,84.252,25.691,7.707,3.320,9.967,0.081,6.048,16.929,12.774,0.163,7.148,1.144,3.200,0.333,0.013,102.387,0.484,0.00912,0.00245,13.365,1.423,1.423,1112.878,0.217,0.173,38507,0.803,0.0033,0.0037,0.0005,0.0303,0.0654,2.0957,2.9043,0.00000,0.00000,0.60790,0.00000,-7.145,-6.089,4.155,1.378,0.256,77.387,397.613
0,4,4.000,0.800,3.200,balanced,14000.0,11000.0,73.728,29.877,8.963,2.933,10.228,0.736,6.048,16.152,12.774,0.163,7.148,1.144,3.200,0.287,0.122,90.443,0.428,0.00782,0.00311,11.471,1.245,1.245,1112.878,0.217,0.173,38507,0.803,0.0033,0.0032,0.0005,0.0281,0.0720,2.1002,2.8998,0.00000,0.00000,0.60790,0.00000,-7.806,-5.433,3.377,1.198,0.256,65.443,409.557
0,4,4.000,0.800,3.200,cruise,14000.0,11000.0,64.651,29.593,8.878,2.480,10.677,0.879,6.048,15.174,12.774,0.163,7.148,1.144,3.200,0.232,0.145,76.473,0.362,0.00671,0.00306,9.837,1.092,1.092,1112.878,0.217,0.173,38507,0.803,0.0033,0.0028,0.0004,0.0263,0.0700,2.0962,2.9038,0.00000,0.00000,0.60790,0.00000,-8.731,-5.290,2.400,0.932,0.256,51.473,423.527
0,4,4.000,0.900,3.600,high_thrust,14000.0,11000.0,91.589,27.241,8.172,3.460,9.894,0.084,6.048,17.198,12.774,0.163,7.148,1.144,3.200,0.350,0.014,106.696,0.504,0.01002,0.00269,14.686,1.547,1.547,1112.878,0.217,0.173,38507,0.803,0.0034,0.0040,0.0006,0.0318,0.0697,2.1015,2.8985,0.00000,0.00000,0.60790,0.00000,-6.929,-6.085,4.424,1.435,0.256,81.696,393.304
0,4,4.000,0.900,3.600,balanced,14000.0,11000.0,80.024,31.842,9.552,3.056,10.134,0.767,6.048,16.405,12.774,0.163,7.148,1.144,3.200,0.302,0.127,94.250,0.446,0.00860,0.00341,12.604,1.352,1.352,1112.878,0.217,0.173,38507,0.803,0.0034,0.0035,0.0005,0.0294,0.0770,2.1065,2.8935,0.00000,0.00000,0.60790,0.00000,-7.584,-5.402,3.630,1.260,0.256,69.250,405.750
0,4,4.000,0.900,3.600,cruise,14000.0,11000.0,70.051,31.529,9.459,2.584,10.556,0.916,6.048,15.406,12.774,0.163,7.148,1.144,3.200,0.245,0.151,79.691,0.377,0.00737,0.00336,10.809,1.183,1.183,1112.878,0.217,0.173,38507,0.803,0.0034,0.0031,0.0004,0.0274,0.0747,2.1021,2.8979,0.00000,0.00000,0.60790,0.00000,-8.500,-5.254,2.632,1.000,0.256,54.691,420.309
0,4,4.500,0.400,1.800,high_thrust,14000.0,11000.0,93.875,31.478,9.444,4.632,9.634,0.587,6.048,17.574,12.094,0.183,7.148,1.144,3.200,0.481,0.097,112.863,0.675,0.01030,0.00336,15.098,1.586,1.586,1112.878,0.245,0.194,48710,0.862,0.0045,0.0041,0.0006,0.0367,0.0786,2.1153,2.8847,0.00000,0.00000,0.58250,0.00000,-5.484,-5.583,5.480,1.685,0.256,87.863,387.137
0,4,4.500,0.400,1.800,balanced,14000.0,11000.0,81.486,34.095,10.229,4.036,9.793,1.241,6.048,16.671,12.094,0.183,7.148,1.144,3.200,0.412,0.205,98.336,0.588,0.00878,0.00377,12.867,1.376,1.376,1112.878,0.245,0.194,48710,0.862,0.0045,0.0036,0.0005,0.0342,0.0818,2.1160,2.8840,0.00000,0.00000,0.58250,0.00000,-6.247,-4.929,4.576,1.516,0.256,73.336,401.664
0,4,4.500,0.400,1.800,cruise,14000.0,11000.0,71.105,32.913,9.874,3.391,10.101,1.328,6.048,15.614,12.094,0.183,7.148,1.144,3.200,0.336,0.220,82.621,0.494,0.00750,0.00358,10.999,1.201,1.201,1112.878,0.245,0.194,48710,0.862,0.0045,0.0031,0.0004,0.0321,0.0777,2.1098,2.8902,0.00000,0.00000,0.58250,0.00000,-7.215,-4.842,3.520,1.280,0.256,57.621,417.379
0,4,4.500,0.500,2.250,high_thrust,14000.0,11000.0,110.268,35.676,10.703,5.009,9.579,0.634,6.048,18.115,12.094,0.183,7.148,1.144,3.200,0.523,0.105,122.031,0.730,0.01231,0.00401,18.048,1.863,1.863,1112.878,0.245,0.194,48710,0.862,0.0045,0.0048,0.0007,0.0399,0.0897,2.1297,2.8703,0.00000,0.00000,0.58250,0.00000,-5.049,-5.535,6.021,1.774,0.256,97.031,377.969
0,4,4.500,0.500,2.250,balanced,14000.0,11000.0,95.457,38.805,11.641,4.364,9.694,1.342,6.048,17.175,12.094,0.183,7.148,1.144,3.200,0.450,0.222,106.324,0.636,0.01049,0.00450,15.382,1.612,1.612,1112.878,0.245,0.194,48710,0.862,0.0045,0.0042,0.0006,0.0370,0.0935,2.1305,2.8695,0.00000,0.00000,0.58250,0.00000,-5.815,-4.828,5.081,1.613,0.256,81.324,393.676
0,4,4.500,0.500,2.250,cruise,14000.0,11000.0,83.048,37.391,11.217,3.666,9.948,1.436,6.048,16.077,12.094,0.183,7.148,1.144,3.200,0.369,0.237,89.332,0.534,0.00897,0.00428,13.149,1.403,1.403,1112.878,0.245,0.194,48710,0.862,0.0045,0.0036,0.0005,0.0345,0.0886,2.1232,2.8768,0.00000,0.00000,0.58250,0.00000,-6.779,-4.734,3.982,1.389,0.256,64.332,410.668
0,4,4.500,0.600,2.700,high_thrust,14000.0,11000.0,126.013,39.708,11.912,5.339,9.552,0.676,6.048,18.573,12.094,0.183,7.148,1.144,3.200,0.559,0.112,130.072,0.778,0.01424,0.00464,20.882,2.129,2.129,1112.878,0.245,0.194,48710,0.862,0.0045,0.0054,0.0009,0.0430,0.1004,2.1434,2.8566,0.00000,0.00000,0.58250,0.00000,-4.691,-5.493,6.478,1.843,0.256,105.072,369.928
0,4,4.500,0.600,2.700,balanced,14000.0,11000.0,108.876,43.328,12.998,4.651,9.631,1.430,6.048,17.602,12.094,0.183,7.148,1.144,3.200,0.483,0.236,113.330,0.678,0.01214,0.00521,17.798,1.839,1.839,1112.878,0.245,0.194,48710,0.862,0.0045,0.0047,0.0007,0.0397,0.1048,2.1445,2.8555,0.00000,0.00000,0.58250,0.00000,-5.461,-4.739,5.508,1.689,0.256,88.330,386.670
0,4,4.500,0.600,2.700,cruise,14000.0,11000.0,94.519,41.692,12.508,3.908,9.841,1.530,6.048,16.468,12.094,0.183,7.148,1.144,3.200,0.397,0.253,95.219,0.570,0.01038,0.00495,15.213,1.597,1.597,1112.878,0.245,0.194,48710,0.862,0.0045,0.0041,0.0006,0.0369,0.0991,2.1360,2.8640,0.00000,0.00000,0.58250,0.00000,-6.425,-4.639,4.374,1.474,0.256,70.219,404.781
0,4,4.500,0.700,3.150,high_thrust,14000.0,11000.0,141.239,43.607,13.082,5.635,9.543,0.714,6.048,18.971,12.094,0.183,7.148,1.144,3.200,0.590,0.118,137.283,0.821,0.01611,0.00525,23.623,2.386,2.386,1112.878,0.245,0.194,48710,0.862,0.0045,0.0060,0.0010,0.0459,0.1108,2.1567,2.8433,0.00000,0.00000,0.58250,0.00000,-4.386,-5.456,6.877,1.899,0.256,112.283,362.717
0,4,4.500,0.700,3.150,balanced,14000.0,11000.0,121.853,47.702,14.311,4.909,9.591,1.509,6.048,17.974,12.094,0.183,7.148,1.144,3.200,0.512,0.250,119.612,0.716,0.01373,0.00589,20.134,2.058,2.058,1112.878,0.245,0.194,48710,0.862,0.0045,0.0052,0.0008,0.0422,0.1157,2.1579,2.8421,0.00000,0.00000,0.58250,0.00000,-5.161,-4.660,5.880,1.751,0.256,94.612,380.388
0,4,4.500,0.700,3.150,cruise,14000.0,11000.0,105.611,45.851,13.755,4.125,9.763,1.615,6.048,16.809,12.094,0.183,7.148,1.144,3.200,0.422,0.267,100.497,0.601,0.01174,0.00560,17.210,1.784,1.784,1112.878,0.245,0.194,48710,0.862,0.0045,0.0046,0.0007,0.0391,0.1093,2.1484,2.8516,0.00000,0.00000,0.58250,0.00000,-6.126,-4.554,4.715,1.543,0.256,75.497,399.503
0,4,4.500,0.800,3.600,high_thrust,14000.0,11000.0,156.035,47.396,14.219,5.904,9.545,0.748,6.048,19.325,12.094,0.183,7.148,1.144,3.200,0.619,0.124,143.851,0.861,0.01793,0.00584,26.286,2.636,2.636,1112.878,0.245,0.194,48710,0.862,0.0045,0.0066,0.0011,0.0488,0.1208,2.1696,2.8304,0.00000,0.00000,0.58250,0.00000,-4.118,-5.421,7.231,1.947,0.256,118.851,356.149
0,4,4.500,0.800,3.600,balanced,14000.0,11000.0,134.464,51.952,15.586,5.144,9.566,1.581,6.048,18.305,12.094,0.183,7.148,1.144,3.200,0.538,0.261,125.335,0.750,0.01528,0.00656,22.403,2.271,2.271,1112.878,0.245,0.194,48710,0.862,0.0045,0.0057,0.0009,0.0447,0.1263,2.1710,2.8290,0.00000,0.00000,0.58250,0.00000,-4.900,-4.588,6.211,1.803,0.256,100.335,374.665
0,4,4.500,0.800,3.600,cruise,14000.0,11000.0,116.391,49.893,14.968,4.322,9.705,1.692,6.048,17.112,12.094,0.183,7.148,1.144,3.200,0.445,0.280,105.305,0.630,0.01306,0.00623,19.150,1.966,1.966,1112.878,0.245,0.194,48710,0.862,0.0045,0.0050,0.0008,0.0412,0.1192,2.1604,2.8396,0.00000,0.00000,0.58250,0.00000,-5.868,-4.477,5.018,1.602,0.256,80.305,394.695
0,4,4.500,0.900,4.050,high_thrust,14000.0,11000.0,170.464,51.091,15.327,6.153,9.555,0.779,6.048,19.644,12.094,0.183,7.148,1.144,3.200,0.644,0.129,149.905,0.897,0.01970,0.00642,28.884,2.879,2.879,1112.878,0.245,0.194,48710,0.862,0.0045,0.0071,0.0012,0.0515,0.1306,2.1821,2.8179,0.00000,0.00000,0.58250,0.00000,-3.880,-5.390,7.550,1.987,0.256,124.905,350.095
0,4,4.500,0.900,4.050,balanced,14000.0,11000.0,146.762,56.098,16.829,5.361,9.551,1.648,6.048,18.603,12.094,0.183,7.148,1.144,3.200,0.561,0.272,130.610,0.781,0.01679,0.00720,24.617,2.479,2.479,1112.878,0.245,0.194,48710,0.862,0.0045,0.0062,0.0010,0.0470,0.1367,2.1837,2.8163,0.00000,0.00000,0.58250,0.00000,-4.668,-4.521,6.508,1.847,0.256,105.610,369.390
0,4,4.500,0.900,4.050,cruise,14000.0,11000.0,126.903,53.835,16.150,4.504,9.661,1.764,6.048,17.385,12.094,0.183,7.148,1.144,3.200,0.466,0.292,109.737,0.657,0.01435,0.00685,21.043,2.144,2.144,1112.878,0.245,0.194,48710,0.862,0.0045,0.0054,0.0009,0.0433,0.1288,2.1721,2.8279,0.00000,0.00000,0.58250,0.00000,-5.640,-4.406,5.291,1.651,0.256,84.737,390.263
0,4,5.000,0.400,2.000,high_thrust,14000.0,11000.0,163.198,54.199,16.260,7.711,9.635,1.541,6.048,19.763,11.521,0.203,7.148,1.144,3.200,0.800,0.255,152.181,1.124,0.01881,0.00691,27.576,2.757,2.757,1112.878,0.272,0.215,60112,0.918,0.0058,0.0069,0.0012,0.0554,0.1356,2.1910,2.8090,-0.00000,0.00000,0.55710,-0.00000,-2.406,-4.628,8.241,2.112,0.256,127.181,347.819
0,4,5.000,0.400,2.000,balanced,14000.0,11000.0,139.904,56.183,16.855,6.652,9.545,2.320,6.048,18.640,11.521,0.203,7.148,1.144,3.200,0.697,0.384,131.276,0.970,0.01595,0.00722,23.383,2.363,2.363,1112.878,0.272,0.215,60112,0.918,0.0058,0.0060,0.0010,0.0510,0.1357,2.1867,2.8133,-0.00000,0.00000,0.55710,-0.00000,-3.370,-3.849,7.118,1.977,0.256,106.276,368.724
0,4,5.000,0.400,2.000,cruise,14000.0,11000.0,120.775,52.883,15.865,5.563,9.561,2.331,6.048,17.388,11.521,0.203,7.148,1.144,3.200,0.582,0.385,109.782,0.811,0.01360,0.00670,19.939,2.040,2.040,1112.878,0.272,0.215,60112,0.918,0.0058,0.0052,0.0008,0.0473,0.1259,2.1732,2.8268,-0.00000,0.00000,0.55710,-0.00000,-4.477,-3.838,5.866,1.795,0.256,84.782,390.218
0,4,5.000,0.500,2.500,high_thrust,14000.0,11000.0,193.139,62.837,18.851,8.337,9.723,1.667,6.048,20.390,11.521,0.203,7.148,1.144,3.200,0.858,0.276,164.542,1.215,0.02249,0.00826,32.965,3.262,3.262,1112.878,0.272,0.215,60112,0.918,0.0058,0.0080,0.0014,0.0610,0.1579,2.2189,2.7811,-0.00000,0.00000,0.55710,-0.00000,-1.871,-4.503,8.869,2.178,0.256,139.542,335.458
0,4,5.000,0.500,2.500,balanced,14000.0,11000.0,165.292,65.209,19.563,7.192,9.580,2.509,6.048,19.223,11.521,0.203,7.148,1.144,3.200,0.751,0.415,141.939,1.048,0.01907,0.00863,27.953,2.792,2.792,1112.878,0.272,0.215,60112,0.918,0.0058,0.0069,0.0012,0.0558,0.1580,2.2138,2.7862,-0.00000,0.00000,0.55710,-0.00000,-2.867,-3.661,7.701,2.050,0.256,116.939,358.061
0,4,5.000,0.500,2.500,cruise,14000.0,11000.0,142.425,61.264,18.379,6.015,9.538,2.521,6.048,17.921,11.521,0.203,7.148,1.144,3.200,0.631,0.417,118.700,0.877,0.01626,0.00801,23.836,2.406,2.406,1112.878,0.272,0.215,60112,0.918,0.0058,0.0061,0.0010,0.0515,0.1463,2.1978,2.8022,-0.00000,0.00000,0.55710,-0.00000,-4.000,-3.649,6.400,1.877,0.256,93.700,381.300
0,4,5.000,0.600,3.000,high_thrust,14000.0,11000.0,221.898,71.134,21.340,8.887,9.816,1.776,6.048,20.922,11.521,0.203,7.148,1.144,3.200,0.905,0.294,175.384,1.295,0.02602,0.00955,38.142,3.748,3.748,1112.878,0.272,0.215,60112,0.918,0.0058,0.0091,0.0017,0.0664,0.1793,2.2456,2.7544,-0.00000,0.00000,0.55710,-0.00000,-1.420,-4.393,9.400,2.230,0.256,150.384,324.616
0,4,5.000,0.600,3.000,balanced,14000.0,11000.0,189.678,73.879,22.164,7.666,9.629,2.674,6.048,19.716,11.521,0.203,7.148,1.144,3.200,0.796,0.442,151.292,1.118,0.02206,0.00998,32.342,3.204,3.204,1112.878,0.272,0.215,60112,0.918,0.0058,0.0079,0.0014,0.0604,0.1794,2.2398,2.7602,-0.00000,0.00000,0.55710,-0.00000,-2.445,-3.495,8.195,2.107,0.256,126.292,348.708
0,4,5.000,0.600,3.000,cruise,14000.0,11000.0,163.220,69.314,20.794,6.411,9.537,2.687,6.048,18.372,11.521,0.203,7.148,1.144,3.200,0.672,0.444,126.521,0.935,0.01881,0.00927,27.580,2.757,2.757,1112.878,0.272,0.215,60112,0.918,0.0058,0.0069,0.0012,0.0555,0.1658,2.2213,2.7787,-0.00000,0.00000,0.55710,-0.00000,-3.603,-3.482,6.851,1.942,0.256,101.521,373.479
0,4,5.000,0.700,3.500,high_thrust,14000.0,11000.0,249.708,79.158,23.747,9.380,9.911,1.875,6.048,21.384,11.521,0.203,7.148,1.144,3.200,0.946,0.310,185.107,1.367,0.02943,0.01081,43.148,4.218,4.218,1112.878,0.272,0.215,60112,0.918,0.0058,0.0101,0.0019,0.0715,0.1999,2.2714,2.7286,-0.00000,0.00000,0.55710,-0.00000,-1.027,-4.294,9.863,2.271,0.256,160.107,314.893
0,4,5.000,0.700,3.500,balanced,14000.0,11000.0,213.260,82.263,24.679,8.091,9.686,2.822,6.048,20.146,11.521,0.203,7.148,1.144,3.200,0.835,0.467,159.679,1.179,0.02496,0.01129,36.587,3.602,3.602,1112.878,0.272,0.215,60112,0.918,0.0058,0.0088,0.0016,0.0648,0.2001,2.2649,2.7351,-0.00000,0.00000,0.55710,-0.00000,-2.079,-3.347,8.625,2.153,0.256,134.679,340.321
0,4,5.000,0.700,3.500,cruise,14000.0,11000.0,183.329,77.098,23.130,6.766,9.550,2.836,6.048,18.765,11.521,0.203,7.148,1.144,3.200,0.709,0.469,133.535,0.986,0.02128,0.01048,31.199,3.097,3.097,1112.878,0.272,0.215,60112,0.918,0.0058,0.0076,0.0013,0.0593,0.1848,2.2440,2.7560,-0.00000,0.00000,0.55710,-0.00000,-3.261,-3.333,7.244,1.994,0.256,108.535,366.465
0,4,5.000,0.800,4.000,high_thrust,14000.0,11000.0,276.733,86.955,26.086,9.828,10.004,1.965,6.048,21.795,11.521,0.203,7.148,1.144,3.200,0.982,0.325,193.963,1.433,0.03275,0.01203,48.012,4.675,4.675,1112.878,0.272,0.215,60112,0.918,0.0059,0.0111,0.0022,0.0764,0.2200,2.2964,2.7036,-0.00000,0.00000,0.55710,-0.00000,-0.676,-4.205,10.274,2.306,0.256,168.963,306.037
0,4,5.000,0.800,4.000,balanced,14000.0,11000.0,236.176,90.410,27.123,8.478,9.745,2.957,6.048,20.528,11.521,0.203,7.148,1.144,3.200,0.870,0.489,167.319,1.236,0.02777,0.01256,40.712,3.989,3.989,1112.878,0.272,0.215,60112,0.918,0.0059,0.0096,0.0018,0.0690,0.2202,2.2892,2.7108,-0.00000,0.00000,0.55710,-0.00000,-1.754,-3.212,9.006,2.192,0.256,142.319,332.681
0,4,5.000,0.800,4.000,cruise,14000.0,11000.0,202.870,84.663,25.399,7.090,9.572,2.972,6.048,19.114,11.521,0.203,7.148,1.144,3.200,0.741,0.491,139.924,1.034,0.02368,0.01167,34.717,3.427,3.427,1112.878,0.272,0.215,60112,0.918,0.0059,0.0084,0.0015,0.0629,0.2031,2.2661,2.7339,-0.00000,0.00000,0.55710,-0.00000,-2.960,-3.198,7.593,2.037,0.256,114.924,360.076
0,4,5.000,0.900,4.500,high_thrust,14000.0,11000.0,303.089,94.559,28.368,10.242,10.096,2.047,6.048,22.166,11.521,0.203,7.148,1.144,3.200,1.014,0.338,202.126,1.493,0.03598,0.01321,52.756,5.120,5.120,1112.878,0.272,0.215,60112,0.918,0.0059,0.0120,0.0024,0.0811,0.2396,2.3208,2.6792,-0.00000,0.00000,0.55710,-0.00000,-0.359,-4.122,10.644,2.335,0.256,177.126,297.874
0,4,5.000,0.900,4.500,balanced,14000.0,11000.0,258.524,98.355,29.506,8.835,9.807,3.082,6.048,20.872,11.521,0.203,7.148,1.144,3.200,0.901,0.509,174.361,1.288,0.03051,0.01381,44.734,4.367,4.367,1112.878,0.272,0.215,60112,0.918,0.0059,0.0104,0.0020,0.0731,0.2398,2.3129,2.6871,-0.00000,0.00000,0.55710,-0.00000,-1.462,-3.088,9.351,2.225,0.256,149.361,325.639
0,4,5.000,0.900,4.500,cruise,14000.0,11000.0,221.927,92.040,27.612,7.388,9.599,3.097,6.048,19.429,11.521,0.203,7.148,1.144,3.200,0.770,0.512,145.813,1.077,0.02602,0.01282,38.147,3.749,3.749,1112.878,0.272,0.215,60112,0.918,0.0059,0.0091,0.0017,0.0665,0.2211,2.2875,2.7125,-0.00000,0.00000,0.55710,-0.00000,-2.690,-3.073,7.908,2.075,0.256,120.813,354.187
0,4,5.500,0.400,2.200,high_thrust,13167.5,11000.0,224.154,92.521,27.756,10.457,9.956,3.102,6.048,20.687,11.031,0.224,7.148,1.144,3.200,1.050,0.513,170.549,1.524,0.02796,0.01289,38.548,3.786,3.786,1046.700,0.281,0.236,68403,0.954,0.0074,0.0092,0.0017,0.0730,0.2224,2.2954,2.7046,0.00000,0.00000,0.53170,0.00000,0.003,-3.067,9.656,2.290,0.256,145.549,329.451
0,4,5.500,0.400,2.200,balanced,14000.0,11000.0,232.762,92.317,27.695,10.432,9.951,3.967,6.048,20.667,11.031,0.224,7.148,1.144,3.200,1.048,0.656,170.147,1.521,0.02735,0.01286,40.097,3.932,3.932,1112.878,0.299,0.236,72715,0.972,0.0074,0.0095,0.0018,0.0746,0.2234,2.2980,2.7020,0.00000,0.00000,0.53170,0.00000,-0.017,-2.203,9.636,2.288,0.256,145.147,329.853
0,4,5.500,0.400,2.200,cruise,14000.0,11000.0,199.613,85.159,25.548,8.693,9.668,3.827,6.048,19.214,11.031,0.224,7.148,1.144,3.200,0.899,0.633,141.781,1.267,0.02328,0.01174,34.130,3.372,3.372,1112.878,0.299,0.236,72715,0.972,0.0074,0.0082,0.0015,0.0685,0.2036,2.2721,2.7279,0.00000,0.00000,0.53170,0.00000,-1.459,-2.342,8.184,2.145,0.256,116.781,358.219
0,4,5.500,0.500,2.750,high_thrust,12762.2,11000.0,240.165,108.649,32.595,10.453,9.955,3.354,6.048,20.684,11.031,0.224,7.148,1.144,3.200,1.050,0.555,170.487,1.524,0.03100,0.01541,41.430,4.057,4.057,1014.484,0.272,0.236,66305,0.945,0.0074,0.0097,0.0018,0.0760,0.2573,2.3333,2.6667,0.00000,0.00000,0.53170,0.00000,-0.000,-2.815,9.653,2.290,0.256,145.487,329.513
0,4,5.500,0.500,2.750,balanced,13567.9,11000.0,249.707,108.405,32.522,10.457,9.956,4.289,6.048,20.687,11.031,0.224,7.148,1.144,3.200,1.050,0.709,170.552,1.524,0.03037,0.01538,43.147,4.218,4.218,1078.527,0.290,0.236,70477,0.963,0.0074,0.0101,0.0019,0.0777,0.2584,2.3361,2.6639,0.00000,0.00000,0.53170,0.00000,0.003,-1.880,9.656,2.290,0.256,145.552,329.448
