mode,sweep_type,velocity_mps,alpha_deg,cl,cl_required,cm,tail_cl,wing_profile_drag_n,wing_induced_drag_n,htail_drag_n,vtail_drag_n,fuselage_drag_n,total_drag_n,power_w,rpm,thrust_required_n,thrust_available_n,rpm_feasible,trim_feasible,added_drag_required_n,blown_effective_velocity_mps
clean,alpha,10.0,6.0,1.1153496224733588,nan,-0.09860387992582083,-0.21916776697987456,0.5133199624386108,4.507783469550733,0.13664239447015236,0.04013321565731767,0.6737500000000001,5.8716290421168145,105.0015283203125,6801.025390625,5.8716290421168145,5.872900041116288,1.0,1.0,0.0,nan
clean,alpha,10.0,6.25,1.1397286589076998,nan,-0.09798695420142065,-0.2177965203969718,0.5264344872044058,4.7069971486391795,0.13606079565663373,0.04013321565731767,0.6737500000000001,6.083375647157537,109.0119775390625,6900.048828125,6.083375647157537,6.079751621957211,1.0,1.0,0.0,nan
clean,alpha,10.0,6.5,1.163437997187107,nan,-0.09727328611980758,-0.21621024367104974,0.5421823325915354,4.904869809981665,0.1353925479762575,0.04013321565731767,0.6737500000000001,6.296327906206776,113.17667480468751,7002.880859375,6.296327906206776,6.295634249970278,1.0,1.0,0.0,nan
clean,alpha,10.0,6.75,1.186281508382952,nan,-0.0964130448068204,-0.21429817725162414,0.5615977023937793,5.099369931978267,0.13459354824235636,0.04013321565731767,0.6737500000000001,6.509444398271721,117.3413720703125,7105.712890625,6.509444398271721,6.512565407859636,1.0,1.0,0.0,nan
clean,alpha,10.0,7.0,1.2080450221523127,nan,-0.09535278525456958,-0.21194152841933978,0.5858099506889167,5.28819227821974,0.1336185343914024,0.04013321565731767,0.6737500000000001,6.721503978957377,121.390185546875,7204.736328125,6.721503978957377,6.723653369338528,1.0,1.0,0.0,nan
clean,alpha,10.0,7.25,1.227770833853872,nan,-0.09398899756822442,-0.20891022476196056,0.617246173600391,5.462300922452918,0.13238024944380905,0.04013321565731767,0.6737500000000001,6.925810561154436,125.462333984375,7288.525390625,6.925810561154436,6.923996781108243,1.0,1.0,0.0,nan
clean,alpha,10.0,7.5,1.245568312696312,nan,-0.09244641793287547,-0.20548151856579064,0.6529107311694121,5.621809173815636,0.13100112525606483,0.04013321565731767,0.6737500000000001,7.119604245898431,129.34938476562502,7368.505859375,7.119604245898431,7.11599514665186,1.0,1.0,0.0,nan
clean,alpha,10.0,7.75,1.261242305653176,nan,-0.09071876910273807,-0.20164145733786068,0.6932020204518,5.764186938507425,0.1294836354896735,0.04013321565731767,0.6737500000000001,7.300755810106216,133.051337890625,7444.677734375,7.300755810106216,7.299519927609499,1.0,1.0,0.0,nan
clean,alpha,10.0,8.0,1.2747236698915783,nan,-0.08880482881846084,-0.19738732435086834,0.7386370283035002,5.8880718065036906,0.1278359387064066,0.04013321565731767,0.6737500000000001,7.468427989170916,136.383095703125,7513.232421875,7.468427989170916,7.465233741873703,1.0,1.0,0.0,nan
clean,alpha,10.0,8.25,1.285882568504614,nan,-0.08668713122602213,-0.1926802980875751,0.7909800705016307,5.99161108357461,0.1260537711459916,0.04013321565731767,0.6737500000000001,7.62252814087955,139.529755859375,7577.978515625,7.62252814087955,7.622199263765519,1.0,1.0,0.0,nan
clean,alpha,10.0,8.5,1.295517361108678,nan,-0.08446678804201987,-0.18774512050700884,0.8485570992829318,6.081734710658433,0.12423141053013859,0.04013321565731767,0.6737500000000001,7.768406436128822,142.49131835937501,7638.916015625,7.768406436128822,7.770327638648691,1.0,1.0,0.0,nan
clean,alpha,10.0,8.75,1.3045142082669572,nan,-0.08221993678445014,-0.18275102318317188,0.9081345408456106,6.166498421476289,0.12243542553874166,0.04013321565731767,0.6737500000000001,7.910951603517959,145.26778320312502,7696.044921875,7.910951603517959,7.909538558163534,1.0,1.0,0.0,nan
clean,alpha,10.0,9.0,1.313061165149912,nan,-0.07996413742617209,-0.17773703683212394,0.9689761697058549,6.2475668410546215,0.12068099555219587,0.04013321565731767,0.6737500000000001,8.051107221969989,148.044248046875,7753.173828125,8.051107221969989,8.049071612243571,1.0,1.0,0.0,nan
clean,alpha,10.0,9.25,1.3212475124953447,nan,-0.07770894874665414,-0.1727244078424729,1.0307420291783034,6.325711235055497,0.11897582502370199,0.04013321565731767,0.6737500000000001,8.18931230491482,150.820712890625,7810.302734375,8.18931230491482,8.188919732073671,1.0,1.0,0.0,nan
clean,alpha,10.0,9.5,1.3288775113943274,nan,-0.07546497477075619,-0.16773670587954315,1.0944323419369693,6.398982187281278,0.11732754870280807,0.04013321565731767,0.6737500000000001,8.324625293578373,153.597177734375,7867.431640625,8.324625293578373,8.329076054157898,1.0,1.0,0.0,nan
clean,alpha,10.0,9.75,1.3360036410135376,nan,-0.07324751586797862,-0.16280793921785586,1.160584371302116,6.46779551500139,0.11574618999771127,0.04013321565731767,0.6737500000000001,8.458009291958536,156.188544921875,7920.751953125,8.458009291958536,8.46016080534021,1.0,1.0,0.0,nan
clean,alpha,10.0,10.0,1.3427345793869059,nan,-0.07107046356133181,-0.15796898467565007,1.2292911654691936,6.533130664016077,0.1142395250998684,0.04013321565731767,0.6737500000000001,8.590544570242457,158.779912109375,7974.072265625,8.590544570242457,8.591502957488638,1.0,1.0,0.0,nan
clean,alpha,10.0,10.25,1.3491601386002696,nan,-0.06894835743769769,-0.15325215952879884,1.300682997192976,6.59580792332451,0.11281463659844208,0.04013321565731767,0.6737500000000001,8.723188772773245,161.74107910156252,8027.392578125,8.723188772773245,8.728084476308618,1.0,1.0,0.0,nan
clean,alpha,10.0,10.5,1.35539862578088,nan,-0.06690182132890014,-0.14870330456136482,1.3749362662265947,6.656946694636072,0.11148140071890164,0.04013321565731767,0.6737500000000001,8.857247577238885,164.81575683593752,8076.904296875,8.857247577238885,8.859544679006529,1.0,1.0,0.0,nan
clean,alpha,10.0,10.75,1.3616781055119793,nan,-0.064974760322329,-0.14442000802210167,1.4524856960999764,6.7187720417846615,0.11026271839562052,0.04013321565731767,0.6737500000000001,8.995403671937575,167.89043457031252,8126.416015625,8.995403671937575,8.991251913300742,1.0,1.0,0.0,nan
clean,alpha,10.0,11.0,1.3681293994530583,nan,-0.06314684191066837,-0.140357076656658,1.5322796720961347,6.782586612342037,0.10913964914843076,0.04013321565731767,0.6737500000000001,9.137889149243918,171.2016259765625,8179.736328125,9.137889149243918,9.1333615940881,1.0,1.0,0.0,nan
clean,alpha,10.0,11.25,1.3747856443201911,nan,-0.061418932114272004,-0.1365164353765812,1.6142222906128751,6.848744654433632,0.10810748881549086,0.04013321565731767,0.6737500000000001,9.284957649519315,174.7493310546875,8236.865234375,9.284957649519315,9.285927911272942,1.0,1.0,0.0,nan
clean,alpha,10.0,11.5,1.3816526181543682,nan,-0.05979055447927043,-0.13289702516339538,1.6982660977952218,6.91733368423329,0.10716099210833213,0.04013321565731767,0.6737500000000001,9.43664398979416,178.2970361328125,8293.994140625,9.43664398979416,9.438804328496209,1.0,1.0,0.0,nan
clean,alpha,10.0,11.75,1.388698112328871,nan,-0.05827813584509718,-0.12953535810688738,1.784934444969806,6.988061005912458,0.10630467596348615,0.04013321565731767,0.6737500000000001,9.593183342503067,181.8447412109375,8351.123046875,9.593183342503067,9.5919844817003,1.0,1.0,0.0,nan
clean,alpha,10.0,12.0,1.3957000039204002,nan,-0.05687496756069621,-0.12641652282555266,1.874633707769881,7.058707027727029,0.10552983464147396,0.04013321565731767,0.6737500000000001,9.7527537857957,185.62895996093752,8412.060546875,9.7527537857957,9.755704457214335,1.0,1.0,0.0,nan
clean,alpha,10.0,12.25,1.4024446119860772,nan,-0.05556627879825779,-0.12350768806214314,1.9675123134799686,7.12709313311908,0.10482418456831691,0.04013321565731767,0.6737500000000001,9.913312846824683,189.1766650390625,8469.189453125,9.913312846824683,9.909492900737883,1.0,1.0,0.0,nan
clean,alpha,10.0,12.5,1.4087263559509182,nan,-0.054356545168898665,-0.12081880179938595,2.0642094641176594,7.191082599367839,0.10418650133581028,0.04013321565731767,0.6737500000000001,10.073361780478626,192.96088378906248,8530.126953125,10.073361780478626,10.073848201270817,1.0,1.0,0.0,nan
clean,alpha,10.0,12.75,1.41432005602235,nan,-0.053252093214285555,-0.11836392610066888,2.1654633610906595,7.248303961500195,0.10361657158114444,0.04013321565731767,0.6737500000000001,10.231267109829314,196.50858886718748,8587.255859375,10.231267109829314,10.228219934846962,1.0,1.0,0.0,nan
clean,alpha,10.0,13.0,1.418399929365614,nan,-0.05231381547802874,-0.11627840739271297,2.275043763104255,7.2901824814772755,0.10314158376629712,0.04013321565731767,0.6737500000000001,10.382251044005145,200.0562939453125,8644.384765625,10.382251044005145,10.382865335669342,1.0,1.0,0.0,nan
clean,alpha,10.0,13.25,1.4207905691618898,nan,-0.05152852627076595,-0.1145329377203364,2.3931857455859604,7.314777642780981,0.10275053450589751,0.04013321565731767,0.6737500000000001,10.524597138530156,203.36748535156252,8697.705078125,10.524597138530156,10.527443194601098,1.0,1.0,0.0,nan
clean,alpha,10.0,13.5,1.4211747705750937,nan,-0.05091415121585688,-0.11316736053438939,2.5213679476423483,7.31873421167593,0.10244871878208876,0.04013321565731767,0.6737500000000001,10.656434093757683,206.2056494140625,8743.408203125,10.656434093757683,10.651549837144014,1.0,1.0,0.0,nan
clean,alpha,10.0,13.75,1.419215484369166,nan,-0.05049569950924445,-0.11223726400881497,2.661335949766808,7.298568344967924,0.10224522419871508,0.04013321565731767,0.6737500000000001,10.776032734590764,209.04381347656252,8789.111328125,10.776032734590764,10.775822406428759,1.0,1.0,0.0,nan
clean,alpha,10.0,14.0,1.414209497739817,nan,-0.05033610650911544,-0.11188253515341691,2.8169774333443747,7.247170796892311,0.10216805593091577,0.04013321565731767,0.6737500000000001,10.880199501824919,211.73939697265627,8827.197265625,10.880199501824919,10.884614318106236,1.0,1.0,0.0,nan
clean,alpha,10.0,14.25,1.405316717692206,nan,-0.05056340038896317,-0.11238774338793968,2.994377569608606,7.156314572573829,0.1022780335092901,0.04013321565731767,0.6737500000000001,10.966853391349042,213.71891357421876,8853.857421875,10.966853391349042,10.9622757916207,1.0,1.0,0.0,nan
clean,alpha,10.0,14.5,1.393268526779199,nan,-0.05119986933619261,-0.11380242887517657,3.1917896287618994,7.034134218874104,0.10258862935250568,0.04013321565731767,0.6737500000000001,11.042395692645826,215.69843017578125,8880.517578125,11.042395692645826,11.040000769320814,1.0,1.0,0.0,nan
clean,alpha,10.0,14.75,1.3780602382893563,nan,-0.05234992793834489,-0.11635867489632028,3.411800159434504,6.8814094807446855,0.10315970887868242,0.04013321565731767,0.6737500000000001,11.110252564715188,217.39515869140627,8903.369140625,11.110252564715188,11.106672290500473,1.0,1.0,0.0,nan
clean,alpha,10.0,15.0,1.359648805983839,nan,-0.054135877547991734,-0.12032832181264186,3.6578703845752862,6.698761084346345,0.10407169512401593,0.04013321565731767,0.6737500000000001,11.174586379702964,219.09188720703128,8926.220703125,11.174586379702964,11.173389693657613,1.0,1.0,0.0,nan
clean,alpha,10.0,15.25,1.3367186141885883,nan,-0.05702630271713361,-0.12675289689447253,3.9487455456798704,6.47471995370624,0.10561249471064457,0.04013321565731767,0.6737500000000001,11.242961209754071,220.78861572265626,8949.072265625,11.242961209754071,11.240152627311716,1.0,1.0,0.0,nan
clean,alpha,10.0,15.5,1.3081335272269878,nan,-0.061272084061131445,-0.13619003483416472,4.303739006115074,6.200763261842108,0.10802108989356646,0.04013321565731767,0.6737500000000001,11.326406573508066,223.05092041015627,8979.541015625,11.326406573508066,11.329240096603412,1.0,1.0,0.0,nan
clean,alpha,10.0,15.75,1.273079162646612,nan,-0.06693949806374692,-0.14878704899261513,4.734162363583692,5.872889330455972,0.11150558264194721,0.04013321565731767,0.6737500000000001,11.432440492338927,225.59601318359375,9013.818359375,11.432440492338927,11.429558498852128,1.0,1.0,0.0,nan
clean,alpha,10.0,16.0,1.2314475280200587,nan,-0.0741175344306824,-0.16474173762175515,5.247639305093001,5.4950648227937275,0.11636101338923416,0.04013321565731767,0.6737500000000001,11.57294835693328,229.27225830078126,9063.330078125,11.57294835693328,11.57463819935282,1.0,1.0,0.0,nan
clean,alpha,10.0,16.25,1.1837990873046598,nan,-0.08287660942167396,-0.1842106156012938,5.848729641033583,5.078050306938291,0.12295531890373693,0.04013321565731767,0.6737500000000001,11.763618482532927,234.07965576171875,9128.076171875,11.763618482532927,11.76466539204757,1.0,1.0,0.0,nan
clean,alpha,10.0,16.5,1.1376119398359636,nan,-0.09317438253180677,-0.20709957229459114,6.51064539535138,4.689529590045828,0.1316491092344943,0.04013321565731767,0.6737500000000001,12.04570731028902,241.14935791015625,9223.291015625,12.04570731028902,12.04473602572068,1.0,1.0,0.0,nan
clean,alpha,10.0,16.75,1.0995135877076208,nan,-0.10380957621217665,-0.23073851684807792,7.155992098192516,4.380686746480402,0.14169535113677098,0.04013321565731767,0.6737500000000001,12.392257411467005,249.91578857421877,9341.357421875,12.392257411467005,12.393016371940533,1.0,1.0,0.0,nan
clean,alpha,10.0,17.0,1.07008139481823,nan,-0.11428683390880494,-0.25402641561200284,7.765037723544773,4.149297971795093,0.15265315467627402,0.04013321565731767,0.6737500000000001,12.780872065673456,259.53058349609375,9470.849609375,12.780872065673456,12.776219352084215,1.0,1.0,0.0,nan
clean,alpha,10.0,17.25,1.0488238752877888,nan,-0.12420786024595983,-0.27607797372613113,8.326406757591648,3.9860810716757236,0.1639996748850996,0.04013321565731767,0.6737500000000001,13.190370719809788,269.8291455078125,9607.958984375,13.190370719809788,13.185594496930333,1.0,1.0,0.0,nan
clean,alpha,10.0,17.5,1.0337940021230232,nan,-0.13316359788412507,-0.2959839756125772,8.836821523749375,3.872656824573432,0.17505290246728117,0.04013321565731767,0.6737500000000001,13.598414466447405,281.0275537109375,9733.642578125,13.598414466447405,13.596322099347692,1.0,1.0,0.0,nan
clean,alpha,10.0,17.75,1.021687952269316,nan,-0.14125661498665384,-0.3139724004882062,9.303483326517522,3.7824878514519016,0.18570300825954006,0.04013321565731767,0.6737500000000001,13.98555740188628,291.5472705078125,9851.708984375,13.98555740188628,13.983353494304856,1.0,1.0,0.0,nan
clean,alpha,10.0,18.0,1.0112755729226843,nan,-0.1488306568446226,-0.3308072942294252,9.732612778046606,3.7057834003979973,0.19623920184241636,0.04013321565731767,0.6737500000000001,14.348518595944338,301.3882958984375,9962.158203125,14.348518595944338,14.346427056423305,1.0,1.0,0.0,nan
flaps_down,velocity,3.5,13.063829787234045,0.9699526628838099,9.335776759683466,-0.29177238771758096,nan,5.8260409903686154,4.091841170479153,0.03216259799004312,0.012290797295053535,0.08253437500000001,10.044869931132865,162.3135634765625,8036.611328125,10.726147784711003,10.721760497887416,1.0,1.0,0.6768905667545511,14.186577940770528
flaps_down,velocity,3.75,13.063829787234045,0.930780232897784,8.132498866213151,-0.29177238771758096,nan,6.069884586867534,3.951978884070374,0.03692134973346786,0.01410933362952574,0.09474609375,10.167640248050903,164.36092285156252,8069.580078125,10.743902285442813,10.741995982969023,1.0,1.0,0.5743557349181199,14.446657729062197
flaps_down,velocity,4.0,13.063829787234045,0.8388262009572635,7.147704081632652,-0.29177238771758096,nan,6.734867363600545,3.6177727179695536,0.04200829125230121,0.016053286262927065,0.1078,10.518501659085326,188.41739550781253,8456.962890625,11.78925465639099,11.79280979944288,1.0,1.0,1.2743081403575545,15.20764209464094
flaps_down,velocity,4.25,13.063829787234045,0.8474350211171375,6.331530259162488,-0.29177238771758096,nan,6.664136117864798,3.6691338510946356,0.047423422546543165,0.01812265519525751,0.12169609375,10.520512140451237,173.06220019531253,8209.697265625,10.99812184924575,10.995381141902019,1.0,1.0,0.4748690014507826,15.072080268498068
flaps_down,velocity,4.5,13.063829787234045,0.8064090410237617,5.647568657092466,-0.29177238771758096,nan,7.001854152679208,3.539784517554227,0.053166743616193717,0.02031744042651707,0.136434375,10.751557229276147,178.9483583984375,8304.482421875,11.190706147996321,11.191769488525313,1.0,1.0,0.44021225924916685,15.418299040565026
flaps_down,velocity,4.75,13.063829787234045,0.7672901007475389,5.068731980326756,-0.29177238771758096,nan,7.3575002010644965,3.4246516755845855,0.05923825446125288,0.022637641956705746,0.15201484375,11.01604261681704,185.3463564453125,8407.509765625,11.407139071033521,11.410495190079681,1.0,1.0,0.39445257326264027,15.774473371485985
flaps_down,velocity,5.0,13.063829787234045,0.7305365098763942,4.574530612244898,-0.29177238771758096,nan,7.726304668967136,3.3256102815993405,0.06563795508172064,0.025083259785823545,0.16843750000000002,11.311073665434021,192.00027441406252,8514.658203125,11.641036956933657,11.639610990772645,1.0,1.0,0.32853732533862434,16.134605630713956
flaps_down,velocity,5.25,13.063829787234045,0.6951173233527809,4.149234115414873,-0.29177238771758096,nan,8.118652677184917,3.2392839136076415,0.072365845477597,0.02765429391387045,0.18570234375,11.643659073934026,199.4219521484375,8634.169921875,11.898774503554078,11.90283216620912,1.0,1.0,0.259173092275093,16.509802207542066
flaps_down,velocity,5.5,13.063829787234045,0.6619079551770656,3.780603811772642,-0.29177238771758096,nan,8.524626491669556,3.168846969456782,0.079421925648882,0.030350744340846485,0.20380937500000001,12.007055506116068,207.0995498046875,8757.802734375,12.176913116733546,12.176388188873934,1.0,1.0,0.16933268275786695,16.888456027557638
flaps_down,velocity,5.75,13.063829787234045,0.6301874234655698,3.45900235330427,-0.29177238771758096,nan,8.952372839809973,3.1120143513949303,0.08680619559557555,0.03317261106675164,0.22275859375,12.40712459161723,216.07258056640623,8885.556640625,12.475223565240587,12.478470530877763,1.0,1.0,0.07134593926053334,17.278857880540585
flaps_down,velocity,6.0,13.063829787234045,0.600552838675797,3.1767573696145126,-0.29177238771758096,nan,9.392774056299322,3.070739400379061,0.09451865531767771,0.0361198940915859,0.24255,12.836702006087647,225.55830810546874,9013.310546875,12.793493651240146,12.787875709341774,1.0,1.0,0.0,17.670912416759453
flaps_down,velocity,6.25,13.063829787234045,0.5720760669778943,2.9276995918367343,-0.29177238771758096,nan,9.859005829436237,3.042195132595334,0.10255930481518849,0.03919259341534928,0.26318359375,13.306136454012107,235.96200927734372,9153.427734375,13.13602336265386,13.133727843285978,1.0,1.0,0.0,18.077681277018648
flaps_down,velocity,6.5,13.063829787234045,0.5453976226934086,2.7068228474821883,-0.29177238771758096,nan,10.339937157432251,3.0282972402913573,0.11092814408810787,0.042390709038041784,0.284659375,13.806212625849758,246.67170166015623,9297.666015625,13.49381794144533,13.49065771356204,1.0,1.0,0.0,18.48732191819093
flaps_down,velocity,6.75,13.063829787234045,0.5201039290168492,2.510030514263318,-0.29177238771758096,nan,10.841480943500958,3.027785718822833,0.11962517313643588,0.04571424095966341,0.30697734375,14.34158342016989,257.9933764648438,9450.146484375,13.87586559176642,13.871390086461563,1.0,1.0,0.0,18.90529768308751
flaps_down,velocity,7.0,13.063829787234045,0.49607068097028784,2.3339441899208664,-0.29177238771758096,nan,11.365441367410824,3.040280820826633,0.12865039196017247,0.04916318918021414,0.33013750000000003,14.913673269377846,270.08844042968747,9610.869140625,14.277487130948042,14.279365039534076,1.0,1.0,0.0,19.33275360154479
flaps_down,velocity,7.25,13.063829787234045,0.4734411698721943,2.1757577228275373,-0.29177238771758096,nan,11.907416879634624,3.066047899420896,0.13800380055931766,0.052737553699694,0.35413984375,15.518345977064532,283.6744501953125,9763.349609375,14.69851305463578,14.70463193768667,1.0,1.0,0.0,19.765052791286607
flaps_down,velocity,7.5,13.063829787234045,0.45221108012615097,2.0331247165532877,-0.29177238771758096,nan,12.46516942117169,3.1048904567451543,0.14768539893387145,0.05643733451810296,0.378984375,16.15316698636882,297.6276494140625,9919.951171875,15.138785780104504,15.142174300238478,1.0,1.0,0.0,20.199883211391537
flaps_down,velocity,7.75,13.063829787234045,0.4322747513325107,1.9040710144619761,-0.29177238771758096,nan,13.038790842150506,3.1563522750418187,0.15769518708383387,0.06026253163544107,0.40467109375000004,16.817771929661603,311.9480380859375,10080.673828125,15.598158655296926,15.592063024694959,1.0,1.0,0.0,20.637165250932618
flaps_down,velocity,8.0,13.063829787234045,0.41313562328467335,1.786926020408163,-0.29177238771758096,nan,13.641631267055445,3.219233743843004,0.16803316500920484,0.06421314505170826,0.4312,17.524311320959367,327.3699951171875,10253.759765625,16.08209474821675,16.082278066790543,1.0,1.0,0.0,21.08818394720459
flaps_down,velocity,8.25,13.063829787234045,0.3952796844882066,1.6802683607878413,-0.29177238771758096,nan,14.256645415552965,3.294343491269708,0.17869933270998442,0.0682891747669046,0.45857109375,18.256548508049562,343.1906108398438,10426.845703125,16.579396994994568,16.57654815218381,1.0,1.0,0.0,21.537786956618973
flaps_down,velocity,8.5,13.063829787234045,0.37829523482338884,1.582882564790622,-0.29177238771758096,nan,14.895554001631211,3.3806926512262248,0.18969369018617266,0.07249062078103004,0.486784375,19.025215338824637,361.18289404296877,10599.931640625,17.10157892811429,17.099320140793036,1.0,1.0,0.0,21.9956879670496
flaps_down,velocity,8.75,13.063829787234045,0.3629840369042426,1.4937242815493543,-0.29177238771758096,nan,15.522554869454785,3.4793248725037444,0.20101623743776945,0.0768174830940846,0.5158398437499999,19.79555330624039,377.8900141601563,10760.654296875,17.582981734446076,17.576168003353466,1.0,1.0,0.0,22.432570806590796
flaps_down,velocity,9.0,13.063829787234045,0.3481989436963224,1.4118921642731166,-0.29177238771758096,nan,16.1804338701464,3.5881408235931866,0.21266697446477487,0.08126976170606828,0.5457375,20.608248929910427,395.88229736328134,10933.740234375,18.100364979232438,18.09600937327239,1.0,1.0,0.0,22.883437609616713
flaps_down,velocity,9.25,13.063829787234045,0.33381045259685777,1.336604999925463,-0.29177238771758096,nan,16.876757807042683,3.706912784260849,0.2246459012671889,0.08584745661698108,0.57647734375,21.4706412929377,415.5881313476563,11123.310546875,18.668079430275288,18.67377876277194,1.0,1.0,0.0,23.353331406831632
flaps_down,velocity,9.5,13.063829787234045,0.3200422311540709,1.267182995081689,-0.29177238771758096,nan,17.601749376871595,3.835843731364195,0.23695301784501152,0.09055056782682298,0.608059375,22.373156068907623,437.9336899414062,11317.001953125,19.29451285654471,19.288859023385818,1.0,1.0,0.0,23.83371866716947
flaps_down,velocity,9.75,13.063829787234045,0.30668601277629864,1.2030323766587503,-0.29177238771758096,nan,18.367390677683456,3.9745782833452235,0.24958832419824276,0.09537909533559402,0.64048359375,23.32741997431252,463.24750830078125,11523.056640625,19.967739568252185,19.965261801435613,1.0,1.0,0.0,24.332873597029216
flaps_down,velocity,10.0,13.063829787234045,0.29377074026550803,1.1436326530612244,-0.29177238771758096,nan,19.17410215024592,4.1230455427595505,0.26255182032688257,0.10033303914329418,0.6737500000000001,24.333782552475647,490.58643212890627,11745.595703125,20.695655525760984,20.70331975903247,1.0,1.0,0.0,24.849970864520635
flaps_down,velocity,10.25,13.063829787234045,0.2815350819455122,1.088526023139773,-0.29177238771758096,nan,20.00667335462735,4.281286706971534,0.275843506230931,0.10541239924992345,0.70785859375,25.37707456082974,518.9379086914063,11976.376953125,21.47231410721926,21.471865243773387,1.0,1.0,0.0,25.37308848195088
flaps_down,velocity,10.5,13.063829787234045,0.26972068221337103,1.0373085288537183,-0.29177238771758096,nan,20.88240376673775,4.448917959131993,0.289463381910388,0.1106171756554818,0.742809375,26.47421165843561,555.5486514559659,12211.279296875,22.305459848194218,22.305662314667416,1.0,1.0,0.0,25.9139224003967
flaps_down,velocity,10.75,13.063829787234045,0.2588469872836753,0.9896226310967869,-0.29177238771758096,nan,21.758927578682034,4.626038439633382,0.30341144736525366,0.11594736835996933,0.77860234375,27.582927177790637,nan,12440.0,23.18151615214995,23.119106073855452,0.0,0.0,0.0,26.442463438793737
flaps_down,velocity,11.0,13.063829787234045,0.2538826635474741,0.9451509529431605,-0.29177238771758096,nan,22.181088524592923,4.814257881612723,0.317687702595528,0.12140297736338594,0.8152375000000001,28.24967458616456,nan,12440.0,24.10288265256748,23.00222272673581,0.0,0.0,0.0,26.65274495224152
flaps_down,velocity,11.25,13.063829787234045,0.2490500981803178,0.9036109851347945,-0.29177238771758096,nan,22.60814713543023,5.010207379943761,0.33229214760121073,0.12698400266573165,0.85271484375,28.930345509390936,nan,12440.0,25.070514187748394,22.885339379616166,0.0,0.0,0.0,26.86292542421075
flaps_down,velocity,11.5,13.063829787234045,0.24434510365484613,0.8647505883260675,-0.29177238771758096,nan,23.04009872216322,5.213938556905791,0.3472247823823022,0.13269044426700655,0.891034375,29.624986880718318,nan,12440.0,26.083514763564832,22.768456032496527,0.0,0.0,0.0,27.0730040796248
flaps_down,velocity,11.75,13.063829787234045,0.23976363511176407,0.8283441579438474,-0.29177238771758096,nan,23.476938546370405,5.425501831242638,0.3624856069388023,0.1385223021672105,0.93019609375,30.333644380469053,nan,12440.0,27.14196474542137,22.651572685376884,0.0,0.0,0.0,27.282980133446856
flaps_down,velocity,12.0,13.063829787234045,0.23530178602670762,0.7941893424036282,-0.29177238771758096,nan,23.918661819430596,5.644946459575059,0.37807462127071084,0.1444795763663436,0.9702,31.056362476642708,nan,12440.0,28.237821929119132,22.53468933825724,0.0,0.0,0.0,27.492852790499846
flaps_down,velocity,12.25,13.063829787234045,0.2309557839069626,0.7621042252802828,-0.29177238771758096,nan,24.365263701696126,5.872320576333086,0.3939918253780282,0.15056226686440582,1.01104609375,31.793184464021646,nan,12440.0,29.381696733860753,22.4178059911376,0.0,0.0,0.0,27.702621245282078
flaps_down,velocity,12.5,13.063829787234045,0.22672198603317925,0.7319248979591836,-0.29177238771758096,nan,24.816739301647765,6.10767123226871,0.41023721926075396,0.15677037366139712,1.052734375,32.544152501838624,nan,12440.0,30.558567963946395,22.300922644017966,0.0,0.0,0.0,27.912284681778598
flaps_down,velocity,12.75,13.063829787234045,0.22259687525882693,0.7035033621291653,-0.29177238771758096,nan,25.27308367503083,6.351044431606864,0.4268108029188885,0.1631038967573176,1.09526484375,33.30930765006391,nan,12440.0,31.78205970127677,22.18403929689832,0.0,0.0,0.0,28.121842273268072
flaps_down,velocity,13.0,13.063829787234045,0.218577055878014,0.6767057118705471,-0.29177238771758096,nan,25.734291823971986,6.358999590936884,0.4437125763524315,0.16956283615216713,1.1386375,33.84520432741347,nan,12440.0,32.623070539704045,22.067155949778684,0.0,0.0,0.0,28.331293182125098
flaps_down,velocity,13.25,13.063829787234045,0.21465924957044133,0.6514105535414593,-0.29177238771758096,nan,26.200358696076123,6.1213011370214785,0.4609425395613832,0.1761471918459458,1.18285234375,34.14160190825493,nan,12440.0,33.06844883718478,21.95027260265904,0.0,0.0,0.0,28.540636559617774
flaps_down,velocity,13.5,13.063829787234045,0.2108402914306186,0.6275076285658295,-0.29177238771758096,nan,26.671279183502804,5.896685491732968,0.4785006925457435,0.18285696383865363,1.227909375,34.45723170662017,nan,12440.0,33.553815791987226,21.8333892555394,0.0,0.0,0.0,28.749871545700437
flaps_down,velocity,13.75,13.063829787234045,0.20711712608704472,0.6048966098836228,-0.29177238771758096,nan,27.147048122021737,5.684209882278788,0.49638703530551237,0.18969215213029053,1.27380859375,34.79114578548632,nan,12440.0,34.07944508735531,21.71650590841976,0.0,0.0,0.0,28.958997268801383
flaps_down,velocity,14.0,13.063829787234045,0.20348680391580207,0.5834860474802166,-0.29177238771758096,nan,27.627660290046506,5.483014953409864,0.5146015678406899,0.19665275672085655,1.3205500000000001,35.14247956801792,nan,12440.0,34.62601848964284,21.599622561300116,0.0,0.0,0.0,29.168012845605453
flaps_down,velocity,14.25,13.063829787234045,0.19994647735192259,0.5631924422585285,-0.29177238771758096,nan,28.113110407646268,5.292316064602442,0.5331442901512758,0.20373877761035172,1.3681335937499999,35.51044313376034,nan,12440.0,35.21153153087936,21.482739214180476,0.0,0.0,0.0,29.376917380831305
