scenario,scenario_label,prop_drop_fraction_of_chord,prop_drop_fraction_of_diameter,prop_drop_m,alpha_deg,cl_total,cd_total,cm_total
clean_blowing,Clean blown wing,0.0,0.0,0.0,-6.0,-1.3666325152782373,0.3514389764788786,-0.7056295677557857
clean_blowing,Clean blown wing,0.0,0.0,0.0,-5.716666666666667,-1.1852562232750246,0.3125916237200693,-0.7436061113655058
clean_blowing,Clean blown wing,0.0,0.0,0.0,-5.433333333333334,-1.023368362102156,0.27469081753045616,-0.7754941096897972
clean_blowing,Clean blown wing,0.0,0.0,0.0,-5.15,-0.8332791557514233,0.23376141467968548,-0.8074120340874689
clean_blowing,Clean blown wing,0.0,0.0,0.0,-4.866666666666667,-0.557921670313219,0.18976530207917325,-0.8273342905352882
clean_blowing,Clean blown wing,0.0,0.0,0.0,-4.583333333333334,-0.29612170366723745,0.15611637691563754,-0.833238249538235
clean_blowing,Clean blown wing,0.0,0.0,0.0,-4.3,-0.058417515002202616,0.13904798056468948,-0.8319966653429289
clean_blowing,Clean blown wing,0.0,0.0,0.0,-4.016666666666667,0.17770931083105157,0.12794618143629377,-0.8285236245275484
clean_blowing,Clean blown wing,0.0,0.0,0.0,-3.7333333333333334,0.41667167385505743,0.11831832797869826,-0.8244648646309772
clean_blowing,Clean blown wing,0.0,0.0,0.0,-3.45,0.6561964504559132,0.11003415083106521,-0.8195559451256245
clean_blowing,Clean blown wing,0.0,0.0,0.0,-3.166666666666667,0.8943467199028768,0.10352157208787802,-0.8138081150892893
clean_blowing,Clean blown wing,0.0,0.0,0.0,-2.8833333333333333,1.1309268436182132,0.09826548936172518,-0.8074212783497279
clean_blowing,Clean blown wing,0.0,0.0,0.0,-2.6,1.3652904413133702,0.09361872702045461,-0.8010055466661381
clean_blowing,Clean blown wing,0.0,0.0,0.0,-2.316666666666667,1.5970271428818714,0.08940288960147352,-0.7954257516656579
clean_blowing,Clean blown wing,0.0,0.0,0.0,-2.033333333333333,1.8241237773250487,0.08545806662216457,-0.7916170190441433
clean_blowing,Clean blown wing,0.0,0.0,0.0,-1.75,2.0410542216378245,0.08112414251291196,-0.7889962194810084
clean_blowing,Clean blown wing,0.0,0.0,0.0,-1.4666666666666668,2.245549740470781,0.07507427365615564,-0.7818540868909252
clean_blowing,Clean blown wing,0.0,0.0,0.0,-1.1833333333333336,2.447239401981033,0.06717350938286705,-0.7639462723258479
clean_blowing,Clean blown wing,0.0,0.0,0.0,-0.9000000000000004,2.638093162599851,0.06203956439759264,-0.745064012718372
clean_blowing,Clean blown wing,0.0,0.0,0.0,-0.6166666666666671,2.8193990445639816,0.05927030754223424,-0.7305165297873313
clean_blowing,Clean blown wing,0.0,0.0,0.0,-0.3333333333333339,2.999704485393198,0.05765563312450931,-0.7186007888409627
clean_blowing,Clean blown wing,0.0,0.0,0.0,-0.04999999999999982,3.1742764019810568,0.056699864167685105,-0.7084422978008712
clean_blowing,Clean blown wing,0.0,0.0,0.0,0.2333333333333334,3.3379225373085153,0.055993760306131235,-0.6987483020489849
clean_blowing,Clean blown wing,0.0,0.0,0.0,0.5166666666666666,3.490832016601646,0.05541374579709368,-0.6885358334073873
clean_blowing,Clean blown wing,0.0,0.0,0.0,0.7999999999999998,3.6353150680289112,0.05491950918195388,-0.6777252240465543
clean_blowing,Clean blown wing,0.0,0.0,0.0,1.083333333333333,3.772861733180124,0.05447649962298573,-0.6665245894868059
clean_blowing,Clean blown wing,0.0,0.0,0.0,1.3666666666666663,3.903875105676309,0.05406055046262859,-0.6550886323080058
clean_blowing,Clean blown wing,0.0,0.0,0.0,1.6499999999999995,4.028207434325185,0.05366042006804139,-0.643477680566368
clean_blowing,Clean blown wing,0.0,0.0,0.0,1.9333333333333336,4.145585143997228,0.05327329596691747,-0.6316989759956123
clean_blowing,Clean blown wing,0.0,0.0,0.0,2.216666666666667,4.255820718666823,0.052900675870375384,-0.6197441394190356
clean_blowing,Clean blown wing,0.0,0.0,0.0,2.5,4.358885991116231,0.0525465696612009,-0.6076089192419121
clean_blowing,Clean blown wing,0.0,0.0,0.0,2.783333333333333,4.454914619234022,0.05221744235481147,-0.5953007817883794
clean_blowing,Clean blown wing,0.0,0.0,0.0,3.0666666666666664,4.544174104327606,0.051922794937754174,-0.5828416244930354
clean_blowing,Clean blown wing,0.0,0.0,0.0,3.3499999999999996,4.627027071574809,0.051675110161381224,-0.5702701274295986
clean_blowing,Clean blown wing,0.0,0.0,0.0,3.633333333333333,4.703890624252639,0.051488100139238255,-0.557644367346657
clean_blowing,Clean blown wing,0.0,0.0,0.0,3.916666666666666,4.775199445346636,0.051373312303164914,-0.5450414332164096
clean_blowing,Clean blown wing,0.0,0.0,0.0,4.199999999999999,4.841375640381688,0.05133683206645506,-0.5325500133944456
clean_blowing,Clean blown wing,0.0,0.0,0.0,4.4833333333333325,4.902803167430207,0.05137850692967261,-0.520256531565
clean_blowing,Clean blown wing,0.0,0.0,0.0,4.766666666666666,4.959806494845812,0.05149501256493873,-0.5082311696326426
clean_blowing,Clean blown wing,0.0,0.0,0.0,5.049999999999999,5.012642356441336,0.05168644746189585,-0.49652140650099863
clean_blowing,Clean blown wing,0.0,0.0,0.0,5.333333333333332,5.06151641737665,0.05196591011720249,-0.485151406264802
clean_blowing,Clean blown wing,0.0,0.0,0.0,5.616666666666667,5.106623158597487,0.05237393988208536,-0.47410873129880166
clean_blowing,Clean blown wing,0.0,0.0,0.0,5.9,5.148182611824742,0.05299900594071366,-0.46330279774125704
clean_blowing,Clean blown wing,0.0,0.0,0.0,6.183333333333334,5.186444410680165,0.0539857615723071,-0.4525204507881335
clean_blowing,Clean blown wing,0.0,0.0,0.0,6.466666666666667,5.22165618898462,0.05548083745366354,-0.44147596475002787
clean_blowing,Clean blown wing,0.0,0.0,0.0,6.75,5.253982425503835,0.05749468595135261,-0.43004268157222836
clean_blowing,Clean blown wing,0.0,0.0,0.0,7.033333333333333,5.283318600291552,0.05985477525211142,-0.4184183872850585
clean_blowing,Clean blown wing,0.0,0.0,0.0,7.316666666666666,5.3091736897095885,0.062467239140497705,-0.40681588247229816
clean_blowing,Clean blown wing,0.0,0.0,0.0,7.6,5.330908557521983,0.06553341810528467,-0.39510266948108375
clean_blowing,Clean blown wing,0.0,0.0,0.0,7.883333333333333,5.348172554064521,0.06925452582780346,-0.38313528612483017
clean_blowing,Clean blown wing,0.0,0.0,0.0,8.166666666666666,5.361140560062246,0.07350971617964129,-0.37102033315662136
clean_blowing,Clean blown wing,0.0,0.0,0.0,8.45,5.370366449274676,0.07804686690035291,-0.35884785680495535
clean_blowing,Clean blown wing,0.0,0.0,0.0,8.733333333333333,5.376654921777852,0.08274523740076445,-0.3466043927095667
clean_blowing,Clean blown wing,0.0,0.0,0.0,9.016666666666666,5.380853676340314,0.0876077495050831,-0.33430313604358347
clean_blowing,Clean blown wing,0.0,0.0,0.0,9.299999999999999,5.383437025519041,0.09266933591435278,-0.322012544516677
clean_blowing,Clean blown wing,0.0,0.0,0.0,9.583333333333332,5.38428556335326,0.09796677636065396,-0.30980362140457923
clean_blowing,Clean blown wing,0.0,0.0,0.0,9.866666666666667,5.382723130151359,0.10353404324745158,-0.29773368464770283
clean_blowing,Clean blown wing,0.0,0.0,0.0,10.149999999999999,5.377579667633687,0.10939229375002368,-0.2858601350138568
clean_blowing,Clean blown wing,0.0,0.0,0.0,10.433333333333334,5.367157716201335,0.11554019554260224,-0.2742353220215398
clean_blowing,Clean blown wing,0.0,0.0,0.0,10.716666666666665,5.349087325763006,0.12194820440521476,-0.26287926826837393
clean_blowing,Clean blown wing,0.0,0.0,0.0,11.0,5.320097918897075,0.12855337240911266,-0.2517488444912116
clean_blowing,Clean blown wing,0.0,0.0,0.0,11.283333333333331,5.275755595926427,0.1352520274748887,-0.24071854945388552
clean_blowing,Clean blown wing,0.0,0.0,0.0,11.566666666666666,5.210250085317963,0.14189070568963463,-0.22958066293405271
clean_blowing,Clean blown wing,0.0,0.0,0.0,11.849999999999998,5.116390344314823,0.14825867104186233,-0.21806769869782644
