rank,airfoil,n_props,prop_diameter_in,prop_pitch_in,prop_family,blade_count_metadata,control_flap_span_fraction,control_flap_chord_fraction,control_aileron_span_fraction,control_aileron_chord_fraction,optimized_motor_drop_fraction_of_chord,airfoil_frontend_root,control_summary_csv,motor_summary_csv,speed_summary_csv
6,DAE51,10,5.5,2.2,balanced,3,0.65,0.34,0.28,0.28,0.12,outputs/wing_workflow/airfoil_frontend,outputs/wing_workflow/dae51/control_surface_sizing/rank06_n10_d5p5_p2p2_balanced_b3/dae51/control_surface_summary.csv,outputs/wing_workflow/dae51/motor_height_trade/rank06_n10_d5p5_p2p2_balanced_b3/dae51/motor_height_trade_summary.csv,outputs/wing_workflow/dae51/speed_sweep/rank06_n10_d5p5_p2p2_balanced_b3/dae51/speed_sweep_summary.csv
